line_item_id,rfp_id,service_type,locale,unit,volume_low,volume_base,volume_high,cost_rate_id
820f4c39-b8d1-4eeb-9a60-b05b9f91c5f5,eb674592-645d-4f1b-b950-ac3086e5550d,qa_testing,vi-VN,per_hour,702,938,1353,54ee2a82-980e-4d89-9f11-26cb7bbe2629
3c935dfd-0075-4c5b-ad75-89669ac96efd,eb674592-645d-4f1b-b950-ac3086e5550d,qa_testing,de-AT,per_hour,1139,2071,2832,d7ef7493-acf5-4436-a39f-f44165a85af8
cb0c3776-4371-4d28-86e8-bf981cfcc84a,eb674592-645d-4f1b-b950-ac3086e5550d,qa_testing,es-AR,per_hour,555,767,1167,fa813b4e-9aa9-4891-a25f-2a86c0b86cda
77b70f45-7f9c-4c8b-b149-e17febbaac0f,eb674592-645d-4f1b-b950-ac3086e5550d,qa_testing,fr-FR,per_hour,294,419,747,9ffa80dd-f3e8-4c0d-b9c2-edb452520020
516f8bfc-a241-4f8d-bc96-c4c617ec5b63,f5db34cc-f7c8-473c-b9f7-a1159d0d946b,proofreading,pt-PT,per_word,709655,1177463,1771748,fad81b9a-5ea6-458c-b193-2d7c4d2b14f5
0fbe7022-843f-4f2e-89c1-014a41c0a7a6,f5db34cc-f7c8-473c-b9f7-a1159d0d946b,proofreading,hi-IN,per_word,663938,1280653,2287489,673f9978-e6e5-4ea2-8e7b-d3abecc5ddd5
55553d2c-bc31-4f59-9740-24c7425a2fcb,f5db34cc-f7c8-473c-b9f7-a1159d0d946b,proofreading,pt-BR,per_word,737407,1422081,2179931,5b6e6bb5-0694-4def-bcde-144278740f20
6b72dc04-9033-4368-ba25-ec5207c95f36,f5db34cc-f7c8-473c-b9f7-a1159d0d946b,proofreading,tr-TR,per_word,679898,1159982,2017185,54a09d01-cf51-472a-a4ae-0d3358589770
b29fbc38-a729-40a1-979c-73703689e99f,663f12f4-8de1-4b0e-a8f6-c3301d638025,qa_testing,es-MX,per_hour,91,176,312,d5ec8fc0-6405-46f0-b45f-f82955140eb3
fe616b47-524d-4507-83c0-0bdfc1d7be23,663f12f4-8de1-4b0e-a8f6-c3301d638025,qa_testing,de-DE,per_hour,1371,2422,3403,f7146e33-2916-42cd-8e73-441d6e0663f8
b868bf60-5fde-44d1-b7b8-1d88ac78389b,663f12f4-8de1-4b0e-a8f6-c3301d638025,qa_testing,it-IT,per_hour,1451,2403,3891,55814a62-5ccd-45fc-83d8-b1401d5c1897
fa688f81-3b83-4676-b426-94340673a551,663f12f4-8de1-4b0e-a8f6-c3301d638025,qa_testing,en-GB,per_hour,1516,2099,3301,e980d052-0f5a-431f-a34e-4e68896318e5
d9ffdfb2-401c-43e5-843b-dffc0373b1a8,4ea139c9-e5e4-4442-9b01-b7d178917e59,transcreation,ja-JP,per_word,417094,744234,1013096,d62620a9-91fc-4d9a-acbc-cde13fa25230
7e852270-97ed-4f76-a667-f20bce1d3547,4ea139c9-e5e4-4442-9b01-b7d178917e59,transcreation,sv-SE,per_word,572022,1017871,1372503,3fc0fe74-f161-48f1-b30b-584a095c8359
3c16652d-075b-426b-bc55-aac83bcebe1d,4ea139c9-e5e4-4442-9b01-b7d178917e59,transcreation,es-AR,per_word,503379,683618,1184082,150f8ca0-d889-4873-9c52-168c1bc7e2b1
f7384c4a-6b9d-45d4-86f9-96a9854d481b,4ea139c9-e5e4-4442-9b01-b7d178917e59,dubbing,ja-JP,per_minute,3900,6940,12024,12a1c745-bcee-4154-9185-ac8f6cd3c0da
731c62e2-9c8b-4bec-aa4c-d29f59fba3ba,4ea139c9-e5e4-4442-9b01-b7d178917e59,dubbing,sv-SE,per_minute,1903,2706,4781,7df32a0d-c01b-4d26-8a74-92af35ff101c
46168478-f032-4f3c-9010-101c51a1134b,4ea139c9-e5e4-4442-9b01-b7d178917e59,dubbing,es-AR,per_minute,2210,3200,4957,
396c0c7d-d863-4826-ab9f-641dbab16de9,33a3020c-bdab-486c-890b-6b5fda5973e5,voiceover,pt-BR,per_minute,498,831,1317,38f7e989-5f1a-4bc6-a185-745344a1b69e
5530846d-0d0b-4541-8b67-47533688c95e,33a3020c-bdab-486c-890b-6b5fda5973e5,voiceover,en-AU,per_minute,1936,3279,4735,0d1d8030-dddd-4467-a3b6-48c68b16197e
84629aee-6668-403b-a494-0c4931071041,33a3020c-bdab-486c-890b-6b5fda5973e5,dubbing,pt-BR,per_minute,4018,6419,10798,2000bbf2-4dd8-462d-ba9d-e3d469c95d84
cd1ae7cf-ce5a-4c17-aee6-91dfdf377b50,33a3020c-bdab-486c-890b-6b5fda5973e5,dubbing,en-AU,per_minute,3299,4672,7529,274f46df-1cfa-49f7-9de9-6a99d7450a64
1bab999d-3dd7-40c9-b496-2cb387f08067,56e10717-6725-43c0-9003-fd99789d3a5c,dtp,he-IL,per_page,416,642,997,8ae75ad5-b814-4717-a547-e48694567c9f
9538b7d0-67fd-4615-bd6c-7c942b837ad5,56e10717-6725-43c0-9003-fd99789d3a5c,dtp,es-ES,per_page,679,1073,1775,7577ad74-2a79-47a9-9a0c-d32562fa5018
d20f6847-4318-4c68-bc5e-fb611350a69a,56e10717-6725-43c0-9003-fd99789d3a5c,dtp,el-GR,per_page,397,643,841,e468c84c-377f-4ed1-9968-bc81e1266ad8
01f9d0fa-1a96-46fd-bf8e-953e0d713b7f,bc112d93-35f1-4c33-8f7d-d245d980a886,dtp,de-DE,per_page,41,68,102,f798e1d1-fccb-4c6b-a80f-c2a696412596
70117a03-99b7-4136-a049-f82ed3397088,bc112d93-35f1-4c33-8f7d-d245d980a886,dtp,pl-PL,per_page,588,875,1317,a9c309b8-9ce8-430f-809c-2a3e72c21153
af8d7693-4980-42c6-b123-dbbdeef502fc,501ec107-8cd7-4bac-933b-81ce7249f12f,voiceover,cs-CZ,per_minute,2613,4570,7251,b7c87dba-f774-438d-9211-066438d9e9e0
359ba9af-2ca5-423b-aa81-cd3e0eaccabb,501ec107-8cd7-4bac-933b-81ce7249f12f,voiceover,pl-PL,per_minute,5347,8989,16091,ad414e46-d356-44bd-b95a-95a44590a0fb
24ee0c82-54da-4a9c-adc1-650780a156db,501ec107-8cd7-4bac-933b-81ce7249f12f,voiceover,ja-JP,per_minute,4242,5744,9778,c55e0de7-9494-4dcf-a8c1-037bc1a01745
26094034-d789-46f9-af74-e4040673a3ce,501ec107-8cd7-4bac-933b-81ce7249f12f,voiceover,tr-TR,per_minute,3547,4802,6432,dbe55288-fafe-4af2-9edf-540a498b62b4
522c1085-ce81-4cbc-9fad-96c039f4bf26,501ec107-8cd7-4bac-933b-81ce7249f12f,voiceover,he-IL,per_minute,4871,7337,12279,c0392a14-a761-4b8c-a85b-1789bbfa025a
2cd03759-2d46-43aa-830f-d3faf765d92d,501ec107-8cd7-4bac-933b-81ce7249f12f,voiceover,de-AT,per_minute,1979,3595,5641,32c8278a-8845-45d8-b299-883940d28df4
74e4f38a-8bfa-4331-a70d-96ba120870b8,501ec107-8cd7-4bac-933b-81ce7249f12f,voiceover,nl-NL,per_minute,6267,9298,12725,dfed033b-49c7-4459-b816-37ca21e92b15
02a27c2a-df12-421a-a0db-ec9fda51d399,501ec107-8cd7-4bac-933b-81ce7249f12f,subtitling,cs-CZ,per_minute,5432,9704,12861,f1bf89f0-c711-43f1-8913-00c0a297599d
85eae688-a882-428e-8704-4c13a497b67d,501ec107-8cd7-4bac-933b-81ce7249f12f,subtitling,pl-PL,per_minute,4890,8790,12450,5a67bbd0-0e3b-406d-99c6-6976a2ee873b
1f6afcd6-fff0-4ccd-872c-c593fe8c2288,501ec107-8cd7-4bac-933b-81ce7249f12f,subtitling,zh-TW,per_minute,3737,5501,7427,57e6cde9-dcbd-4c08-b1cc-6c12fcfb7184
6720b7a9-51f9-4d29-9e5a-5b64b10ca26c,501ec107-8cd7-4bac-933b-81ce7249f12f,subtitling,tr-TR,per_minute,128,174,311,
f3611fe3-81e7-4bed-9537-fe51f40ba377,501ec107-8cd7-4bac-933b-81ce7249f12f,subtitling,he-IL,per_minute,1610,2677,4731,181e2019-a4f3-414a-9bf0-611312848310
0379c875-4400-41de-86bf-664d56db87c5,501ec107-8cd7-4bac-933b-81ce7249f12f,subtitling,de-AT,per_minute,4882,7883,11034,0f41363f-e82c-43d2-9c73-dfb07b613f39
b6c972b3-b0e6-465b-82be-a41f4f72696a,501ec107-8cd7-4bac-933b-81ce7249f12f,subtitling,nl-NL,per_minute,2783,4796,7783,b57dffc9-b686-46c5-a0de-5059a41722a9
d4a9d5ac-327d-45ca-84a7-7038f086292d,501ec107-8cd7-4bac-933b-81ce7249f12f,content_writing,cs-CZ,per_word,1369882,1979081,3218281,ca1f349a-3163-4efc-ba6a-8a4020aa7ac1
6db7a178-182d-4c4b-93bf-55257b2ac2ef,501ec107-8cd7-4bac-933b-81ce7249f12f,content_writing,pl-PL,per_word,356189,562001,933797,91b07165-4cb3-4bac-89fa-e4e08615bbde
3fa641e6-47f6-4463-a0be-6b79062ef0e8,501ec107-8cd7-4bac-933b-81ce7249f12f,content_writing,ja-JP,per_word,1453563,1990181,3003068,
be11802f-19e7-4067-836b-520c436dc953,501ec107-8cd7-4bac-933b-81ce7249f12f,content_writing,zh-TW,per_word,113300,151210,226587,
e7fcde89-8b98-41d8-ab51-f28dca47b9ac,501ec107-8cd7-4bac-933b-81ce7249f12f,content_writing,tr-TR,per_word,608830,1113895,1865218,54a29efc-c305-4a73-a316-1aaa136f6e45
8c35f593-a58c-48b0-aa2a-7c89ae2a75db,501ec107-8cd7-4bac-933b-81ce7249f12f,content_writing,he-IL,per_word,1393033,1904326,3310426,cdfe5241-e1c2-453a-8ebc-d5fb8be2186b
d5a53e44-aae7-47c0-9215-5e5422290c77,501ec107-8cd7-4bac-933b-81ce7249f12f,content_writing,de-AT,per_word,54261,94434,151225,88b67367-aa69-4e47-bbe7-6de5953296e5
4bbb87b9-bf1f-41bd-9c42-22ad704cbe00,501ec107-8cd7-4bac-933b-81ce7249f12f,content_writing,nl-NL,per_word,444138,777634,1395502,88bd854c-b584-418f-b1bd-d533e58e103b
45f59cb9-7bcc-4ff7-a6df-700f2db26fb0,e8520a96-06ae-4832-a2db-46efdc4be498,transcription,es-AR,per_minute,4596,7912,11266,
e6aabd11-3ca2-4afd-8fff-04fa0513614a,e8520a96-06ae-4832-a2db-46efdc4be498,qa_testing,es-AR,per_hour,626,1024,1467,fa813b4e-9aa9-4891-a25f-2a86c0b86cda
d805c206-8a84-410f-b481-a1810a6aa7ab,e8520a96-06ae-4832-a2db-46efdc4be498,qa_testing,ta-IN,per_hour,811,1410,2342,e34f71a8-3e9b-408c-ae00-aca27802fb07
e7455a96-1806-4e54-ae8b-e9ed65cba720,4920e063-9913-4eb3-98d7-e4a383783eb9,content_writing,fi-FI,per_word,639745,947091,1663469,1ec70ee5-0141-464f-838a-ce120cc4a64f
ca766245-15b8-4efb-a96c-c0389fc2a4d4,4920e063-9913-4eb3-98d7-e4a383783eb9,content_writing,da-DK,per_word,1055149,1663279,2714549,2008d997-c465-4e26-b408-5e717e153d59
7e1d7546-9bcb-450c-890c-1e87fbacbf22,4ae30f41-9167-412b-a217-894cee768756,localization_engineering,en-US,per_hour,376,600,917,4ae9274f-7915-41fb-b482-15cbc8b61e1f
39cce227-692e-4bbd-bb8a-740d3e08280a,4ae30f41-9167-412b-a217-894cee768756,interpretation,en-US,per_hour,1304,1953,2839,b1804750-39fb-48b6-8c82-a7187f53ce26
3f877cd9-7fc7-4495-8a38-63248c0906fd,4ae30f41-9167-412b-a217-894cee768756,interpretation,th-TH,per_hour,89,149,254,7f2bbdc0-e5d6-45cf-a96f-00b1a6600f02
c01e0328-2c9d-4690-b1de-1be822a4ad77,a9b01b5b-d380-4a69-a62b-a6cb972bd9d5,transcription,en-GB,per_minute,4759,8925,15441,23174c06-da6d-4ef3-ba54-00455c22e883
41bdb738-bf20-45cc-8593-e06293e7bb5c,a9b01b5b-d380-4a69-a62b-a6cb972bd9d5,transcription,nl-NL,per_minute,1107,2033,3189,f386581f-4077-44b8-806c-d60e58ff825e
c49deabb-b2d9-4ad2-84f1-c3aeaef9cfb6,986baff3-63fe-4666-a295-c7c939f0fbfe,proofreading,en-GB,per_word,656755,1011254,1670230,0f3e9c3c-7a71-4881-85a1-ed0e8ee67d11
fb9d40b3-4574-4f28-aec0-b4d55e099cb3,0ce0a0ad-671d-41d5-84f5-18d0e776edfb,translation,id-ID,per_word,929393,1387802,2189847,392a411c-3381-4d4d-8ebb-b085317de6db
7d3dc1a2-cad8-4468-bf2d-f31287ffbeb1,0ce0a0ad-671d-41d5-84f5-18d0e776edfb,translation,ta-IN,per_word,128791,173323,306919,43d96a7a-d5f3-48da-b912-c272b77f6159
7f056f59-26f9-41a2-a374-db2954cbdbdb,2adc676f-2e7c-45cc-b10e-386df07d5622,subtitling,es-ES,per_minute,1011,1385,2387,e4520807-f67c-4041-9149-321c9c2579c9
7161ca0e-7b9a-4356-802a-cff13b2c51fe,2adc676f-2e7c-45cc-b10e-386df07d5622,subtitling,fi-FI,per_minute,1016,1604,2750,3da9627d-3b2a-457a-926c-b449630583bf
3c0dfa37-400b-4ebc-b105-5fd806eda180,91aa2254-e0e9-4201-8972-0afa9acf5a7c,localization_engineering,en-AU,per_hour,725,1219,1909,7e9e0b35-5f73-4d0a-b5c6-3ba47a2cc2ad
c2d3b4e8-b52e-4655-8cc1-dd22cfa576b3,644ac960-a0ab-4fb7-bebb-f7b353485e5f,subtitling,pl-PL,per_minute,2571,4116,6697,5a67bbd0-0e3b-406d-99c6-6976a2ee873b
cccc6ce7-6de5-48e6-9b48-560380575b4b,644ac960-a0ab-4fb7-bebb-f7b353485e5f,subtitling,it-IT,per_minute,3171,5620,9614,246269ae-70a7-488b-bee8-47827689261a
35adb4e1-7bce-48fc-878a-daacf7de5711,4458370b-2911-4a87-8ba1-cebad04702c1,localization_engineering,vi-VN,per_hour,200,307,501,114be365-0419-418f-8db7-36a952f7881c
f982f9fa-26bf-47b1-84de-909b607b9132,4458370b-2911-4a87-8ba1-cebad04702c1,localization_engineering,fr-CA,per_hour,1882,2585,4212,ab20918f-a07b-4470-8d56-1380984b9120
8f6fcc25-070c-4da7-bc3b-f345e3c61a92,aa9abd09-b043-4307-92ed-399c3f797d21,proofreading,fi-FI,per_word,437353,585043,826624,b5eabc89-3d2e-4d18-af44-274703f52254
8173e382-8781-4335-b776-997ed3cfdd69,aa9abd09-b043-4307-92ed-399c3f797d21,proofreading,th-TH,per_word,1067267,1509539,2023247,5d1cf5bd-e141-4d81-b38e-26142971c65f
602bfb8f-b71d-4cc8-879b-6bee41a98cb0,aa9abd09-b043-4307-92ed-399c3f797d21,proofreading,id-ID,per_word,1242016,1874816,2466962,2a9736d0-43b4-44f5-85cb-acd7e9489943
0fc7363c-b3e3-4265-ba9a-a7acd184879c,aa9abd09-b043-4307-92ed-399c3f797d21,dubbing,id-ID,per_minute,4054,7888,10291,3fd75eb9-01a2-4dba-a497-5e3c20033219
e87dff27-3441-4ece-8d1b-c091321870b0,353502c8-9fab-498e-b2a0-c997241c03a5,dtp,ta-IN,per_page,618,845,1224,6596df37-3e2d-4133-9be3-5406e9c5561e
e6f253c9-1ccb-43af-bbbc-f8840f89e565,a29b9bee-5986-43d4-aa55-f6502407f0e0,subtitling,th-TH,per_minute,3293,6317,10165,8554aa33-7a3b-469b-a9f0-3cf0a3ebe07f
addf5f4a-e658-4ba7-be47-caee9ec40519,a29b9bee-5986-43d4-aa55-f6502407f0e0,subtitling,ar-AE,per_minute,2799,4127,5534,3e3e5ef8-bda4-4815-afcb-2a86b8d58bf7
560f50b4-1521-4bb9-9fd7-327da0ee9f9f,a29b9bee-5986-43d4-aa55-f6502407f0e0,dubbing,pt-BR,per_minute,1556,2616,4426,2000bbf2-4dd8-462d-ba9d-e3d469c95d84
29cd256c-c34e-4221-a440-7546b42bce0e,a29b9bee-5986-43d4-aa55-f6502407f0e0,dubbing,ar-AE,per_minute,3748,6473,8759,6c4f1ac3-b187-4014-90b5-a340c7455239
30e73bbb-aa4c-4d3a-89cb-53f115c1087c,b732b85a-8b4d-441d-9afc-b7b66b605034,transcription,en-GB,per_minute,6723,9257,16561,23174c06-da6d-4ef3-ba54-00455c22e883
860ce5c4-0f39-4afb-a904-07c306d4824a,b732b85a-8b4d-441d-9afc-b7b66b605034,transcription,ko-KR,per_minute,5962,9460,15539,fb98bb78-5ede-45f4-9760-627309ee51a3
cf4af050-7b0b-4afd-a9f2-2dda00935cd1,af9c1e4b-1003-451f-8187-dd12433a007d,transcription,de-AT,per_minute,4426,6314,9248,8a969a13-1385-49a2-ac26-ca82671c00ff
75063676-c0b1-4865-8b48-1724eafef4de,1ee1f54e-5e33-4b83-9353-8a92587037dd,proofreading,es-ES,per_word,303257,452334,712448,455b0825-be06-42d4-8215-364d9119500c
a3f3643c-3366-4243-b924-1cad02808200,1ee1f54e-5e33-4b83-9353-8a92587037dd,proofreading,ko-KR,per_word,984695,1600076,2646819,2e4da80b-54c0-4e41-842b-9b0c89eab0f2
5528203b-473e-4623-84fa-be06aac37666,1ee1f54e-5e33-4b83-9353-8a92587037dd,proofreading,vi-VN,per_word,695578,994506,1706215,d13a54c5-a12f-45d2-a25c-1d74388fbf5c
000535ac-91a4-4891-8ee5-8bcb2123f257,1ee1f54e-5e33-4b83-9353-8a92587037dd,dtp,es-ES,per_page,120,171,290,7577ad74-2a79-47a9-9a0c-d32562fa5018
f95165a9-5c04-4007-a5b4-06d06c00d5b9,1ee1f54e-5e33-4b83-9353-8a92587037dd,dtp,ko-KR,per_page,579,867,1187,f15ca429-ba3a-453c-8f03-af6f99873b7e
6a1fc972-a3e2-44a2-9045-43d1694b03f8,1ee1f54e-5e33-4b83-9353-8a92587037dd,dtp,vi-VN,per_page,364,650,1059,34257408-bda5-4aa3-8e09-dd0160347d4b
d205256d-bd65-4e64-b028-677a42d59559,36ce9f84-846e-41ea-b840-5b302bc9bb33,transcription,ar-SA,per_minute,2339,3727,5811,f09bec33-e578-4f50-bebd-a28467a3ba6b
4a89a071-93b2-443a-824d-aa37d7fbb233,36ce9f84-846e-41ea-b840-5b302bc9bb33,proofreading,ar-SA,per_word,599385,1009865,1546640,c6dcbb7d-090c-46be-b654-d5793de6db18
107ad69f-2917-496e-ad8a-247d3aa707d4,36ce9f84-846e-41ea-b840-5b302bc9bb33,proofreading,es-AR,per_word,970806,1500131,2325552,ea4bfee2-f710-44c1-ac21-bb7a75943e6f
237dbae2-90b5-4a2b-8323-6828668bfd74,36ce9f84-846e-41ea-b840-5b302bc9bb33,proofreading,en-CA,per_word,598378,798449,1230717,2b0fbf35-f3fa-44fb-a50f-57c62853ec43
dcce2cc2-29d5-4855-acec-541702c8ce79,03f366c4-4070-43df-a39b-1cc9e3b4c156,subtitling,cs-CZ,per_minute,5618,9262,14180,f1bf89f0-c711-43f1-8913-00c0a297599d
94185571-5e91-46d2-9f96-bda2362b75ce,03f366c4-4070-43df-a39b-1cc9e3b4c156,subtitling,fr-FR,per_minute,4421,6726,9370,1acb3d6c-c598-45f2-a13f-682dae5d6cbd
4b8a9846-1a2f-446b-8fcb-8bce57cc75a5,03f366c4-4070-43df-a39b-1cc9e3b4c156,subtitling,zh-TW,per_minute,4294,7170,11964,57e6cde9-dcbd-4c08-b1cc-6c12fcfb7184
08d0f2bf-3843-47bd-8c2b-37029c1fff76,03f366c4-4070-43df-a39b-1cc9e3b4c156,subtitling,es-ES,per_minute,2034,3322,5032,e4520807-f67c-4041-9149-321c9c2579c9
5a03f3fa-5501-4eb4-a7e5-ea2f3c3bd538,4c6104d0-d7b4-4664-8179-3dc3d667da3b,interpretation,ta-IN,per_hour,271,407,592,51b0c3b9-384a-4511-9797-1a40bf632efb
c8507d13-e4e3-426e-ad61-395767b96a71,4c6104d0-d7b4-4664-8179-3dc3d667da3b,interpretation,cs-CZ,per_hour,597,1037,1443,d4589e0c-ab7d-49cb-9117-070b8fc4ed30
e554f0c3-beb2-4729-bff4-44d10abc5372,4c6104d0-d7b4-4664-8179-3dc3d667da3b,interpretation,ko-KR,per_hour,1552,2900,4333,41a02b15-2d2f-478c-afb0-2cbd0ff77f6e
c7a9af0d-484e-439a-a5eb-66011c0286a9,4c6104d0-d7b4-4664-8179-3dc3d667da3b,dtp,ta-IN,per_page,200,312,471,6596df37-3e2d-4133-9be3-5406e9c5561e
9281ccfe-fc5d-4206-a06b-7e81ff4b1d17,4c6104d0-d7b4-4664-8179-3dc3d667da3b,dtp,ko-KR,per_page,760,1130,1833,f15ca429-ba3a-453c-8f03-af6f99873b7e
ca44a259-c660-4ecd-b228-bb29020177d2,d4005dd0-30aa-41a4-a9b8-9c5fe84da3a4,dtp,ru-RU,per_page,275,481,691,75477ad6-7b68-4fa1-a6bb-e5259032f702
10545c0c-a7ab-4c2a-9a5b-bca25d4bd8f0,de3ea95b-c816-4ff6-83e5-a82e840f90a8,proofreading,th-TH,per_word,1196189,1701617,2390668,5d1cf5bd-e141-4d81-b38e-26142971c65f
28631b65-74ad-4131-b5fd-86907f5ad050,de3ea95b-c816-4ff6-83e5-a82e840f90a8,proofreading,ms-MY,per_word,1049329,1621886,2392793,be398083-9888-4867-8296-e5cbfc6af0a6
a3cb6365-f250-4148-8dd6-696f54ca8dc8,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,content_writing,de-DE,per_word,240444,373155,535238,b05a35b9-30f2-46b8-954a-dc532f94cb7a
cddbaf8f-f477-482f-aa8e-1f031f20590e,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,content_writing,hi-IN,per_word,560357,943692,1262431,e90bcf2e-764b-4a8c-b463-394ead0a8c6a
b12690c7-0c54-442f-882e-fa11148a1ba2,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,content_writing,da-DK,per_word,1253858,1741394,2344869,2008d997-c465-4e26-b408-5e717e153d59
194e529b-f1ee-4c4f-a944-a635bdd45863,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,content_writing,fi-FI,per_word,794912,1156319,1904864,1ec70ee5-0141-464f-838a-ce120cc4a64f
c3ffec8d-166b-42a0-8609-707bd6a2b500,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,content_writing,tr-TR,per_word,1134114,1914867,3399132,54a29efc-c305-4a73-a316-1aaa136f6e45
f1668472-26c0-41ce-8389-1a6cb39d9668,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,transcreation,de-DE,per_word,491459,761375,1320569,2811e1c0-b206-4516-9194-67240679275d
49daa5c7-23e3-4049-80d3-cbf2fe800936,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,transcreation,hi-IN,per_word,1265003,1851638,3083840,7e4a8e1a-11fc-462d-895c-caf8c061194d
