rfp_id,file_name,format,status,uploaded_by,uploaded_at,extraction_id,client_name,industry
4c6104d0-d7b4-4664-8179-3dc3d667da3b,RFP_Pinnacle_Partners_International_202601.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000015,2026-01-21T03:16:00,af4057c1-b5f5-4c92-8d24-5991fedc1800,Pinnacle Partners International,Education
d4005dd0-30aa-41a4-a9b8-9c5fe84da3a4,RFP_Crescent_Ventures_Ltd_202509.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000017,2025-09-08T12:35:00,6efc2674-a35d-4332-a07c-3cdac8c27319,Crescent Ventures Ltd,Education
de3ea95b-c816-4ff6-83e5-a82e840f90a8,RFP_Atlas_Retail_Inc_202506.pdf,SCANNED,COMPLETED,00000000-0000-0000-0000-000000000011,2025-06-22T23:28:00,4ba7dfd1-fadc-45b5-86c2-f01b7ca2f9f8,Atlas Retail Inc,Financial Services
2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,RFP_Meridian_Media_International_202511.pdf,PDF,APPROVED,00000000-0000-0000-0000-00000000000d,2025-11-13T22:18:00,2b4f1c6c-6e6d-45d9-b0f4-fb4986feaf52,Meridian Media International,Life Sciences
4173680c-4d3b-4097-a4b3-bcdf031a8592,RFP_Apex_Dynamics_PLC_202508.excel,EXCEL,PRICED,00000000-0000-0000-0000-000000000008,2025-08-07T20:19:00,6a2aad79-ddf6-46cf-b47c-08cb139c7f15,Apex Dynamics PLC,Legal
0ea5a8e3-f4da-4e76-add8-2bff4e35aaf9,RFP_Vertex_Industries_LLC_202506.pdf,PDF,APPROVED,00000000-0000-0000-0000-000000000016,2025-06-05T00:44:00,51b59a29-614a-47a7-b1bb-3c02872fc24d,Vertex Industries LLC,Government
c9636f46-4510-4c7f-a2d6-e89eb00bd6fb,RFP_Meridian_Media_LLC_202508.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000015,2025-08-17T13:39:00,c530d011-18fb-4fe3-9d35-09ada661a05a,Meridian Media LLC,Financial Services
211b3df4-3e8d-4955-9cef-e81748b08029,RFP_Nexus_Capital_International_202601.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000006,2026-01-28T02:01:00,a3b9289b-2a46-47e0-a314-cd1552695c24,Nexus Capital International,E-commerce
cfc9952c-34f6-4cf0-b503-779c0e8a2121,RFP_Nexus_Retail_Corp_202510.pdf,PDF,EXTRACTED,00000000-0000-0000-0000-000000000004,2025-10-01T01:15:00,51ad53b7-5122-4568-a806-ac70bac9d7df,Nexus Retail Corp,Media & Entertainment
af6b2663-2891-46b5-be23-562a93f4acbc,RFP_Crescent_Technologies_Holdings_202602.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000007,2026-02-24T02:16:00,b7cb328d-1588-4647-a7fc-a1e0ce0ff13e,Crescent Technologies Holdings,Financial Services
194a92c8-f129-4708-946d-4ae8c5eb6523,RFP_Summit_Finance_Holdings_202508.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000017,2025-08-31T01:35:00,84b97284-e086-444a-b1a3-d138722316a4,Summit Finance Holdings,Education
0c5f92a6-a48c-4026-b410-abf550f23cd4,RFP_Horizon_Industries_Group_202510.docx,DOCX,APPROVED,00000000-0000-0000-0000-000000000015,2025-10-28T18:50:00,82c608d3-d232-4e19-86d0-162b7d82f960,Horizon Industries Group,Media & Entertainment
51d1b953-bdc2-4811-bebe-d1bd729f9019,RFP_Summit_Dynamics_Ltd_202510.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000008,2025-10-22T02:02:00,0af948f3-8af3-49f2-9c96-96aafb925a4a,Summit Dynamics Ltd,Life Sciences
5dc69ed7-5750-4c30-af56-7db7a0b44f81,RFP_Meridian_Capital_Ltd_202509.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000c,2025-09-10T20:28:00,be9fb273-fbad-4293-988e-da91e67de5f4,Meridian Capital Ltd,Manufacturing
5e72dad0-da7c-4fef-8546-1691ffec98ec,RFP_Parallel_Health_International_202508.docx,DOCX,COMPLETED,00000000-0000-0000-0000-00000000000f,2025-08-10T13:12:00,30902404-d6c1-48e0-8005-29bb9677e029,Parallel Health International,E-commerce
e8ff2c4a-9f86-49e3-b1f5-2fa55eb0996a,RFP_Vertex_Motors_Ltd_202603.excel,EXCEL,COMPLETED,00000000-0000-0000-0000-000000000018,2026-03-30T00:45:00,1f1c94bd-8aaa-4f61-b088-08b3348d2162,Vertex Motors Ltd,Travel & Hospitality
078e7368-b2ef-4ae1-b78f-6f9de29a0922,RFP_Horizon_Systems_Holdings_202508.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000010,2025-08-15T18:45:00,7090e5c5-b5e2-4642-b064-cb144bf9ce7c,Horizon Systems Holdings,Life Sciences
9b0d649e-ac05-44dc-a942-546bf06754c0,RFP_Global_Networks_Group_202507.docx,DOCX,COMPLETED,00000000-0000-0000-0000-00000000000d,2025-07-16T22:42:00,ce4f9e5e-494e-4009-b14a-cc3de3abe251,Global Networks Group,Media & Entertainment
3e27640e-64c4-4b97-b2fc-4c0c7395c20b,RFP_Orion_Logistics_LLC_202601.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000d,2026-01-18T02:51:00,db066e24-cf0f-444c-9b18-c28e8e7ef1d3,Orion Logistics LLC,Manufacturing
da680295-a8fa-44b9-8a09-88c43608f21a,RFP_Cascade_Industries_Corp_202603.pdf,PDF,APPROVED,00000000-0000-0000-0000-000000000011,2026-03-04T08:42:00,40d9d65b-d9f4-4680-a596-39df7cbe3a13,Cascade Industries Corp,Healthcare
cbd755f7-48e2-4ded-b822-1c02179a9484,RFP_Horizon_Partners_Holdings_202602.pdf,PDF,EXTRACTED,00000000-0000-0000-0000-000000000012,2026-02-06T21:16:00,24be4247-f5d7-4408-9c69-369487311f41,Horizon Partners Holdings,Technology
819c9181-1450-4d96-a0d1-f2c8aab0cfb6,RFP_Atlas_Industries_PLC_202602.excel,EXCEL,COMPLETED,00000000-0000-0000-0000-00000000000f,2026-02-23T13:34:00,21c63693-33e0-4684-8bc9-fb62947d5207,Atlas Industries PLC,Travel & Hospitality
c6a9b81b-6307-4cf0-b1d9-b0ed14637801,RFP_Cascade_Partners_Holdings_202510.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000005,2025-10-11T10:58:00,0c15bd02-b598-494f-a1e8-8d026ad3fe38,Cascade Partners Holdings,Financial Services
741913fc-cb9c-4eda-9f61-b135ab368a1d,RFP_Pinnacle_Finance_Inc_202508.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000f,2025-08-13T19:38:00,9d34607e-bb8e-492f-8ae6-6dc163bfbd87,Pinnacle Finance Inc,Government
8c82485c-22a6-42a5-a0b2-382269b39657,RFP_Nexus_Finance_Inc_202508.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000f,2025-08-09T16:56:00,7596d160-251b-4b4b-ad29-afd3ee096436,Nexus Finance Inc,E-commerce
f0080f54-abcb-4d99-99c9-5f678bcd6cb1,RFP_North_Finance_Group_202507.pdf,PDF,APPROVED,00000000-0000-0000-0000-000000000004,2025-07-17T09:01:00,b8c6da5e-2b86-4ce9-a691-2a7d69afcc1a,North Finance Group,Travel & Hospitality
916c12a9-a4e9-40fc-8ebe-ffbba3368d75,RFP_Cascade_Energy_Corp_202508.pdf,PDF,PRICED,00000000-0000-0000-0000-000000000015,2025-08-16T16:48:00,314240c2-f25c-4ba8-852f-190b1b2f36c7,Cascade Energy Corp,Travel & Hospitality
601501ed-bce6-4120-8877-815b59b07005,RFP_Apex_Industries_Group_202510.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000018,2025-10-12T18:18:00,4c01e24a-c16f-4e28-8dae-7b16109ee904,Apex Industries Group,Healthcare
a8c20935-c2d1-4990-8585-f796341f6a47,RFP_Prime_Industries_LLC_202506.docx,DOCX,APPROVED,00000000-0000-0000-0000-000000000009,2025-06-30T00:28:00,f185d852-42cd-416c-9d1c-397d90b0c706,Prime Industries LLC,Technology
4095c5d5-f290-4379-bdc7-8d74f86f6541,RFP_Nexus_Retail_PLC_202508.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000014,2025-08-06T03:24:00,60f00fe8-c2f1-416b-b894-b2d3ed588e52,Nexus Retail PLC,Financial Services
74c09d1e-73dd-4b22-8f99-e0c765b0c797,RFP_Nexus_Capital_LLC_202506.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000008,2025-06-20T12:56:00,e3d01a5e-73af-4425-9c72-a2a4ae83e8df,Nexus Capital LLC,Travel & Hospitality
5664ed6e-e073-4d82-afae-bdba9935ff89,RFP_North_Networks_Group_202604.pdf,PDF,EXTRACTED,00000000-0000-0000-0000-000000000001,2026-04-13T03:18:00,c197683c-85ca-4592-b266-7ffc43c0f1fb,North Networks Group,E-commerce
4f702c94-c2c2-4fbe-8815-94efe58ae16f,RFP_Sterling_Dynamics_Holdings_202510.docx,DOCX,EXTRACTED,00000000-0000-0000-0000-000000000016,2025-10-30T08:29:00,68a97c32-73cd-41e1-b814-ebbd17269176,Sterling Dynamics Holdings,Healthcare
f434c8bb-872e-4365-a494-050a1a3ae470,RFP_Prime_Logistics_Corp_202601.docx,DOCX,APPROVED,00000000-0000-0000-0000-00000000000f,2026-01-20T08:53:00,25bd775b-67ce-4bce-891b-d2951eb621fe,Prime Logistics Corp,Government
3b3ac246-9b4f-48da-b031-ab1a7d9f8d1a,RFP_Atlas_Energy_LLC_202506.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000009,2025-06-07T22:55:00,d77ebc80-d10e-4a60-a2cc-a81719192c14,Atlas Energy LLC,Travel & Hospitality
35480b58-4402-444b-8cd4-e6afabc63506,RFP_Cascade_Finance_LLC_202511.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000003,2025-11-17T08:03:00,c077ca34-3527-4678-b4ba-a7d6bb60bee7,Cascade Finance LLC,Government
3f49c354-acda-4c28-8d7c-7013ff861ff3,RFP_Horizon_Technologies_LLC_202601.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000003,2026-01-19T10:35:00,7a12fa44-2277-4cd1-ae3a-2a76e5c447ec,Horizon Technologies LLC,Automotive
061dce29-4242-426b-bd0c-13c173d5fa11,RFP_North_Energy_LLC_202509.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000005,2025-09-09T06:07:00,b3fe2f79-7615-4c15-8825-ef0383d5fb6b,North Energy LLC,Media & Entertainment
89d92c5a-c12f-41cb-89be-94b40858862f,RFP_Fortress_Retail_Holdings_202601.docx,DOCX,APPROVED,00000000-0000-0000-0000-000000000014,2026-01-18T04:08:00,e8018ea1-79d8-4c18-9cf0-5cf613bacd04,Fortress Retail Holdings,Automotive
e213a27d-166d-48ea-9cf8-956452418ed0,RFP_Orion_Pharma_PLC_202507.docx,DOCX,EXTRACTED,00000000-0000-0000-0000-000000000001,2025-07-25T00:24:00,4fba0aba-2e2d-4593-acdb-5a4aef94cf04,Orion Pharma PLC,E-commerce
5126d75f-dc01-49bc-99c0-8ac11af62256,RFP_Beacon_Finance_Holdings_202511.pdf,PDF,UPLOADED,00000000-0000-0000-0000-00000000000a,2025-11-08T17:03:00,5443dab5-3b2f-4f51-8e60-680204a38aeb,Beacon Finance Holdings,Travel & Hospitality
9122e5ed-bb35-47f7-abf4-e24ef1399a35,RFP_Prime_Ventures_International_202511.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000c,2025-11-10T16:14:00,71cbcfb0-ec66-4c0a-8ed7-f7c7c69b5b14,Prime Ventures International,Life Sciences
ad663dec-fade-4107-9472-0693c6d7fdb7,RFP_Horizon_Analytics_Ltd_202507.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000f,2025-07-29T12:16:00,3c7edb75-9d80-47a0-9734-1e63109f9a90,Horizon Analytics Ltd,Life Sciences
2a41d954-20c0-4c0f-854f-a758f5425fe6,RFP_Prime_Networks_LLC_202506.pdf,PDF,APPROVED,00000000-0000-0000-0000-000000000017,2025-06-13T14:45:00,75373ee4-ebe1-472a-b578-41d9de274aa4,Prime Networks LLC,Healthcare
dbf4266b-db27-4da0-9911-eb41545bbddc,RFP_Parallel_Retail_Corp_202506.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000f,2025-06-16T15:10:00,d28a68fd-f101-4545-85e8-dd067e52ef04,Parallel Retail Corp,Government
eadc301a-8f05-4c0a-94e1-40b3aa2be927,RFP_Parallel_Technologies_LLC_202509.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000007,2025-09-08T03:11:00,f96552ec-df5b-423b-b3a9-19fe90eb0c05,Parallel Technologies LLC,Healthcare
d2a322c8-6a81-459d-8f86-cc9ccc042db0,RFP_Horizon_Energy_International_202604.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000009,2026-04-12T21:19:00,c096146d-9f92-4911-ad38-d5d65392162c,Horizon Energy International,Travel & Hospitality
d66e04bd-694b-432d-a116-ba82e65bbd71,RFP_Global_Partners_Group_202604.pdf,PDF,EXTRACTED,00000000-0000-0000-0000-000000000007,2026-04-17T02:46:00,561fd6d9-cd4e-4fa7-b8b6-19cd7a73cf88,Global Partners Group,Life Sciences
d31fa0d8-eccc-432d-97f0-7b4f0274cc20,RFP_Vertex_Capital_Corp_202603.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000019,2026-03-31T05:08:00,e38bea16-76de-4167-90e9-535709cd91e9,Vertex Capital Corp,Travel & Hospitality
9c19a8ee-717b-42af-916d-deefcb50a70b,RFP_Pinnacle_Technologies_LLC_202603.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000017,2026-03-26T05:39:00,f52a3bfe-e4ea-44d1-971f-cae91856e70e,Pinnacle Technologies LLC,Automotive
803836b7-f367-4acc-9fc8-42aed5c1e849,RFP_Summit_Analytics_International_202604.excel,EXCEL,UPLOADED,00000000-0000-0000-0000-000000000017,2026-04-05T17:52:00,af0d2d6f-f867-4ebb-9aa1-9403dd70c872,Summit Analytics International,Education
9565e7e6-11ea-4d61-9ecc-cd17abec5985,RFP_Fortress_Logistics_Inc_202512.docx,DOCX,UPLOADED,00000000-0000-0000-0000-000000000011,2025-12-27T08:12:00,2c102b21-a118-4c71-bdc5-0e6efcef7145,Fortress Logistics Inc,Healthcare
7e46775f-416c-43f7-ba1d-2344c2df52aa,RFP_Horizon_Partners_Corp_202602.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000011,2026-02-03T05:23:00,f1238f4e-e707-43f7-89f8-632359957e49,Horizon Partners Corp,Legal
d297b1bc-f71d-4bf4-9e69-188a36eddca3,RFP_Global_Motors_PLC_202604.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000008,2026-04-02T01:49:00,f1fd06a2-97f8-4e5f-a08d-6b03e2844118,Global Motors PLC,Media & Entertainment
3b7f386f-67e9-4f25-b8c2-a11fb59e0b57,RFP_Horizon_Dynamics_PLC_202507.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000c,2025-07-17T17:18:00,29c7f12d-d7f0-450d-b958-5af158621807,Horizon Dynamics PLC,Travel & Hospitality
94b86366-0689-4a27-b035-9252d023c746,RFP_Beacon_Health_Ltd_202603.pdf,PDF,PRICED,00000000-0000-0000-0000-00000000000f,2026-03-16T15:49:00,99bafe28-1ca9-4630-9b3c-518e0cfe40c6,Beacon Health Ltd,Media & Entertainment
0359c587-f83c-4406-8e02-6c559867dce3,RFP_Orion_Pharma_Group_202603.pdf,PDF,APPROVED,00000000-0000-0000-0000-00000000000c,2026-03-11T05:30:00,d9275515-1003-4743-a99c-693194169d89,Orion Pharma Group,Travel & Hospitality
08b55d07-a00e-4748-b295-1cc2c2ecf4f9,RFP_Orion_Industries_Corp_202603.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000006,2026-03-05T01:54:00,f98e1ea3-aa07-4c8c-b374-0d3009608258,Orion Industries Corp,Media & Entertainment
b5352db4-1364-4f08-8d21-896318aeef0e,RFP_Sterling_Technologies_Corp_202602.docx,DOCX,COMPLETED,00000000-0000-0000-0000-00000000000a,2026-02-17T15:49:00,d09ff971-0b85-4b61-b5d1-7474fe9d1990,Sterling Technologies Corp,Government
004bed33-83b2-40fe-bcc2-adaf01f8faa7,RFP_Cascade_Analytics_LLC_202507.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000013,2025-07-19T02:59:00,b3082fe2-b67c-4d0c-991c-680b55df1787,Cascade Analytics LLC,Healthcare
1b283bc6-db2a-4070-bae4-0a3e3aa05731,RFP_Beacon_Ventures_PLC_202603.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000007,2026-03-08T14:08:00,7af83331-ef35-4526-9162-4ac129ff39f1,Beacon Ventures PLC,Technology
faf0fda1-c03c-4e9b-b54f-032c7ce4492d,RFP_Atlas_Capital_Group_202506.pdf,PDF,COMPLETED,00000000-0000-0000-0000-00000000000f,2025-06-07T03:49:00,db3d81a4-b7c2-4ef5-81c2-10d8798977be,Atlas Capital Group,Media & Entertainment
859b429b-6980-4e70-a9af-4243f8a65e5b,RFP_Atlas_Ventures_Holdings_202509.docx,DOCX,EXTRACTED,00000000-0000-0000-0000-000000000014,2025-09-10T11:56:00,d0e2f8e2-f004-4e5b-a8f8-409a076d652c,Atlas Ventures Holdings,Financial Services
98da2a1d-2a9e-4205-97ba-6920593d3b9c,RFP_Horizon_Technologies_Group_202603.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000017,2026-03-02T03:08:00,2b03c85c-5ab8-4b3d-a363-1f787855e1eb,Horizon Technologies Group,Life Sciences
53e6494e-f4bb-43c8-ac2d-aa193871a164,RFP_Fortress_Partners_Corp_202510.pdf,PDF,APPROVED,00000000-0000-0000-0000-000000000016,2025-10-30T08:34:00,8708fe5f-4597-48c7-b937-bdbc9a7f5c45,Fortress Partners Corp,Education
18865ba4-8061-4cb9-b501-796713bdd20a,RFP_Horizon_Capital_PLC_202601.docx,DOCX,APPROVED,00000000-0000-0000-0000-00000000000c,2026-01-26T20:03:00,2014c23a-ec08-497a-bde8-2d6d2603d7f2,Horizon Capital PLC,Government
0e9c6c74-9685-44db-be55-bcafc1c0574e,RFP_Prime_Pharma_International_202603.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000006,2026-03-23T11:43:00,ff8236d5-8acd-4317-b6a0-55e707617470,Prime Pharma International,Financial Services
60b4a888-04e7-4167-8158-69602256d328,RFP_Nexus_Retail_Inc_202510.pdf,PDF,APPROVED,00000000-0000-0000-0000-000000000004,2025-10-09T11:28:00,e85691bc-00be-45cb-9b55-5b7dc9e7cc21,Nexus Retail Inc,Automotive
5edffaf9-f192-4489-8600-f8c373211963,RFP_Apex_Energy_Ltd_202510.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000003,2025-10-10T09:05:00,fefa978c-5700-4f56-ac3c-ca06e9cbca39,Apex Energy Ltd,E-commerce
6a314074-93cb-4441-aa99-e9556ac4aa44,RFP_Nexus_Energy_Corp_202506.pdf,PDF,COMPLETED,00000000-0000-0000-0000-000000000005,2025-06-06T20:49:00,39efe7e4-1fb8-42cf-bad4-4d0e6d63d6fb,Nexus Energy Corp,Life Sciences
52b8d2b5-07b8-43e0-9c4b-ab5f0247c50e,RFP_Vertex_Media_Ltd_202506.pdf,PDF,PRICED,00000000-0000-0000-0000-000000000019,2025-06-26T17:25:00,a3602dbd-4320-4e22-bcba-43c08b3bacd6,Vertex Media Ltd,Government
c793e270-244a-4635-8a4b-1b8a3ffbc14c,RFP_Global_Energy_LLC_202506.docx,DOCX,COMPLETED,00000000-0000-0000-0000-000000000013,2025-06-28T07:39:00,90db4dc7-0a39-4353-af51-5cd03381f46c,Global Energy LLC,Legal
9643b35d-4d4a-418d-b571-7206c6c5bce3,RFP_Apex_Partners_PLC_202509.pdf,PDF,APPROVED,00000000-0000-0000-0000-000000000014,2025-09-11T22:39:00,097df614-411d-4bad-b131-befdd691d610,Apex Partners PLC,Healthcare
