deal_id,rfp_id,overhead_pct,margin_pct,status,created_by,created_at,approved_by,approved_at
18508831-c7a2-4f55-afff-09f648a0b84b,91aa2254-e0e9-4201-8972-0afa9acf5a7c,0.135,0.224,DRAFT,00000000-0000-0000-0000-000000000014,2025-06-12T06:59:00,,
71135f3b-79c2-4b43-a564-4e8f5665a017,644ac960-a0ab-4fb7-bebb-f7b353485e5f,0.102,0.257,DRAFT,00000000-0000-0000-0000-00000000000e,2025-06-28T18:55:00,,
0512e95c-54b2-4b7c-9ace-2212306d9971,4458370b-2911-4a87-8ba1-cebad04702c1,0.104,0.133,SUBMITTED,00000000-0000-0000-0000-000000000001,2025-06-19T02:52:00,00000000-0000-0000-0000-000000000020,2025-06-22T02:52:00
5247c33f-199e-4356-8a19-37b0e91f61ee,aa9abd09-b043-4307-92ed-399c3f797d21,0.087,0.234,SUBMITTED,00000000-0000-0000-0000-00000000000a,2026-01-11T05:06:00,00000000-0000-0000-0000-00000000001d,2026-01-12T05:06:00
eacd7a92-f1f7-460e-9c6e-f1e3ec7f026f,a29b9bee-5986-43d4-aa55-f6502407f0e0,0.102,0.271,SUBMITTED,00000000-0000-0000-0000-00000000000e,2025-09-29T02:21:00,00000000-0000-0000-0000-000000000020,2025-10-02T02:21:00
542fac38-e726-4b49-a032-b167e7a489f7,af9c1e4b-1003-451f-8187-dd12433a007d,0.084,0.252,SUBMITTED,00000000-0000-0000-0000-000000000012,2025-07-12T11:16:00,00000000-0000-0000-0000-000000000020,2025-07-14T11:16:00
cce9b119-3e55-4cf6-a56d-c32ab22e0c4e,1ee1f54e-5e33-4b83-9353-8a92587037dd,0.086,0.279,SUBMITTED,00000000-0000-0000-0000-000000000009,2025-11-01T23:44:00,00000000-0000-0000-0000-000000000023,2025-11-03T23:44:00
eac92265-79a5-43d0-8518-98bccd588c2b,36ce9f84-846e-41ea-b840-5b302bc9bb33,0.101,0.237,SUBMITTED,00000000-0000-0000-0000-000000000018,2026-03-04T19:40:00,00000000-0000-0000-0000-00000000001c,2026-03-07T19:40:00
8514591c-8775-44b9-8625-3b8005b09629,03f366c4-4070-43df-a39b-1cc9e3b4c156,0.111,0.263,SUBMITTED,00000000-0000-0000-0000-000000000013,2026-01-16T23:44:00,00000000-0000-0000-0000-00000000001f,2026-01-20T23:44:00
4187af76-44a3-49ad-953e-3abe0005bb6d,4c6104d0-d7b4-4664-8179-3dc3d667da3b,0.095,0.135,SUBMITTED,00000000-0000-0000-0000-000000000015,2026-01-25T03:16:00,00000000-0000-0000-0000-00000000001c,2026-01-28T03:16:00
519f7481-37dc-48cb-8310-2964766b3e55,d4005dd0-30aa-41a4-a9b8-9c5fe84da3a4,0.095,0.199,SUBMITTED,00000000-0000-0000-0000-000000000017,2025-09-11T12:35:00,00000000-0000-0000-0000-00000000001a,2025-09-12T12:35:00
39a3eed9-ab95-4d3e-949b-2f3b5116aa60,de3ea95b-c816-4ff6-83e5-a82e840f90a8,0.088,0.259,SUBMITTED,00000000-0000-0000-0000-000000000011,2025-06-24T23:28:00,00000000-0000-0000-0000-00000000001d,2025-06-27T23:28:00
c0ce287b-0174-4142-adf4-db1c675be29b,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,0.146,0.268,APPROVED,00000000-0000-0000-0000-00000000000d,2025-11-15T22:18:00,00000000-0000-0000-0000-00000000001e,2025-11-18T22:18:00
2b76eb17-2b30-488e-a915-d0ae1c770e5b,4173680c-4d3b-4097-a4b3-bcdf031a8592,0.137,0.321,DRAFT,00000000-0000-0000-0000-000000000008,2025-08-09T20:19:00,,
63ba39cd-201d-4d01-8398-5b65838a06b2,0ea5a8e3-f4da-4e76-add8-2bff4e35aaf9,0.081,0.193,APPROVED,00000000-0000-0000-0000-000000000016,2025-06-08T00:44:00,00000000-0000-0000-0000-00000000001b,2025-06-12T00:44:00
fa8203a9-ce24-45f1-ba28-c499c8343055,c9636f46-4510-4c7f-a2d6-e89eb00bd6fb,0.112,0.256,SUBMITTED,00000000-0000-0000-0000-000000000015,2025-08-18T13:39:00,00000000-0000-0000-0000-00000000001e,2025-08-20T13:39:00
c7522392-4d0c-4bd3-98e4-6d5d86534428,211b3df4-3e8d-4955-9cef-e81748b08029,0.08,0.204,SUBMITTED,00000000-0000-0000-0000-000000000006,2026-02-01T02:01:00,00000000-0000-0000-0000-00000000001d,2026-02-03T02:01:00
ac3da7c9-d119-4c1b-bf06-1cc80c218b9e,af6b2663-2891-46b5-be23-562a93f4acbc,0.087,0.229,SUBMITTED,00000000-0000-0000-0000-000000000007,2026-02-28T02:16:00,00000000-0000-0000-0000-000000000023,2026-03-02T02:16:00
6137d31e-1ac9-41fc-9b03-e7233bb19f6b,194a92c8-f129-4708-946d-4ae8c5eb6523,0.093,0.133,SUBMITTED,00000000-0000-0000-0000-000000000017,2025-09-03T01:35:00,00000000-0000-0000-0000-00000000001f,2025-09-04T01:35:00
4f4361af-0603-4abb-90e5-c09bbef3c127,0c5f92a6-a48c-4026-b410-abf550f23cd4,0.092,0.276,APPROVED,00000000-0000-0000-0000-000000000015,2025-10-29T18:50:00,00000000-0000-0000-0000-000000000022,2025-10-31T18:50:00
a83f9fc2-d2d3-470a-8b57-c076ffd22ae1,51d1b953-bdc2-4811-bebe-d1bd729f9019,0.139,0.398,SUBMITTED,00000000-0000-0000-0000-000000000008,2025-10-24T02:02:00,00000000-0000-0000-0000-000000000020,2025-10-26T02:02:00
3b603988-4149-443b-bc6d-f85832997dc2,5dc69ed7-5750-4c30-af56-7db7a0b44f81,0.135,0.277,SUBMITTED,00000000-0000-0000-0000-00000000000c,2025-09-11T20:28:00,00000000-0000-0000-0000-00000000001a,2025-09-15T20:28:00
b56fb942-c596-4f7b-a623-516c6b2f8407,5e72dad0-da7c-4fef-8546-1691ffec98ec,0.137,0.181,SUBMITTED,00000000-0000-0000-0000-00000000000f,2025-08-12T13:12:00,00000000-0000-0000-0000-00000000001b,2025-08-15T13:12:00
415467d3-ada5-49e5-8ac2-d70364c12aa4,e8ff2c4a-9f86-49e3-b1f5-2fa55eb0996a,0.115,0.244,SUBMITTED,00000000-0000-0000-0000-000000000018,2026-03-31T00:45:00,00000000-0000-0000-0000-000000000020,2026-04-01T00:45:00
54854276-fb7a-47d8-b72d-6cd277f64c28,078e7368-b2ef-4ae1-b78f-6f9de29a0922,0.109,0.316,SUBMITTED,00000000-0000-0000-0000-000000000010,2025-08-20T18:45:00,00000000-0000-0000-0000-00000000001a,2025-08-23T18:45:00
d4f9cd76-a586-4de5-8622-28b2e56ac060,9b0d649e-ac05-44dc-a942-546bf06754c0,0.102,0.267,SUBMITTED,00000000-0000-0000-0000-00000000000d,2025-07-21T22:42:00,00000000-0000-0000-0000-00000000001a,2025-07-23T22:42:00
305a29cb-9233-4d9e-b7e1-69b290fafc0e,3e27640e-64c4-4b97-b2fc-4c0c7395c20b,0.105,0.283,SUBMITTED,00000000-0000-0000-0000-00000000000d,2026-01-23T02:51:00,00000000-0000-0000-0000-000000000022,2026-01-26T02:51:00
ef434577-4b9c-4258-89ad-2dc98c0bab14,da680295-a8fa-44b9-8a09-88c43608f21a,0.105,0.313,APPROVED,00000000-0000-0000-0000-000000000011,2026-03-07T08:42:00,00000000-0000-0000-0000-00000000001e,2026-03-11T08:42:00
38b76407-c813-4b28-8be7-21650f3b67ef,819c9181-1450-4d96-a0d1-f2c8aab0cfb6,0.094,0.276,SUBMITTED,00000000-0000-0000-0000-00000000000f,2026-02-27T13:34:00,00000000-0000-0000-0000-000000000023,2026-03-01T13:34:00
533ff5f0-2494-4390-9285-61f92ad9e830,c6a9b81b-6307-4cf0-b1d9-b0ed14637801,0.132,0.216,SUBMITTED,00000000-0000-0000-0000-000000000005,2025-10-14T10:58:00,00000000-0000-0000-0000-00000000001b,2025-10-15T10:58:00
d9aff48f-f008-4a23-8660-7f315301b19c,741913fc-cb9c-4eda-9f61-b135ab368a1d,0.118,0.184,SUBMITTED,00000000-0000-0000-0000-00000000000f,2025-08-15T19:38:00,00000000-0000-0000-0000-00000000001f,2025-08-18T19:38:00
389f1eb3-833e-4c61-b73b-ff29dab00573,8c82485c-22a6-42a5-a0b2-382269b39657,0.089,0.218,SUBMITTED,00000000-0000-0000-0000-00000000000f,2025-08-12T16:56:00,00000000-0000-0000-0000-00000000001a,2025-08-16T16:56:00
4f909fb6-aef1-4656-b0d8-5f70a16d6217,f0080f54-abcb-4d99-99c9-5f678bcd6cb1,0.102,0.249,APPROVED,00000000-0000-0000-0000-000000000004,2025-07-22T09:01:00,00000000-0000-0000-0000-000000000020,2025-07-24T09:01:00
b5324c4b-a9f1-44bc-94bd-06f57d6af59c,916c12a9-a4e9-40fc-8ebe-ffbba3368d75,0.083,0.259,DRAFT,00000000-0000-0000-0000-000000000015,2025-08-21T16:48:00,,
b7ac74e0-6dfb-4035-bd89-a08bd15093a3,601501ed-bce6-4120-8877-815b59b07005,0.112,0.276,SUBMITTED,00000000-0000-0000-0000-000000000018,2025-10-13T18:18:00,00000000-0000-0000-0000-000000000023,2025-10-16T18:18:00
180930f8-cd69-4e55-8adf-5c3edc9c27d5,a8c20935-c2d1-4990-8585-f796341f6a47,0.129,0.181,APPROVED,00000000-0000-0000-0000-000000000009,2025-07-02T00:28:00,00000000-0000-0000-0000-000000000022,2025-07-05T00:28:00
ad5ebfc6-fb8a-4394-9ab3-6d12590ad7e8,4095c5d5-f290-4379-bdc7-8d74f86f6541,0.084,0.2,SUBMITTED,00000000-0000-0000-0000-000000000014,2025-08-08T03:24:00,00000000-0000-0000-0000-00000000001d,2025-08-12T03:24:00
a2a4d71b-3cd4-4de5-85c8-0db7329744ff,74c09d1e-73dd-4b22-8f99-e0c765b0c797,0.135,0.248,SUBMITTED,00000000-0000-0000-0000-000000000008,2025-06-21T12:56:00,00000000-0000-0000-0000-00000000001c,2025-06-25T12:56:00
5da2572c-8ca6-49ec-b9d1-08c1ee767d1e,f434c8bb-872e-4365-a494-050a1a3ae470,0.097,0.178,APPROVED,00000000-0000-0000-0000-00000000000f,2026-01-24T08:53:00,00000000-0000-0000-0000-000000000022,2026-01-26T08:53:00
24d91c25-6820-4770-9760-42e9760f8443,3b3ac246-9b4f-48da-b031-ab1a7d9f8d1a,0.108,0.267,SUBMITTED,00000000-0000-0000-0000-000000000009,2025-06-09T22:55:00,00000000-0000-0000-0000-00000000001e,2025-06-12T22:55:00
e108e8ef-b576-44f1-9e9c-53cef94e72ac,35480b58-4402-444b-8cd4-e6afabc63506,0.09,0.17,SUBMITTED,00000000-0000-0000-0000-000000000003,2025-11-18T08:03:00,00000000-0000-0000-0000-000000000021,2025-11-19T08:03:00
16f78958-535d-4274-bdf8-bc24c86e04eb,3f49c354-acda-4c28-8d7c-7013ff861ff3,0.108,0.294,SUBMITTED,00000000-0000-0000-0000-000000000003,2026-01-24T10:35:00,00000000-0000-0000-0000-00000000001d,2026-01-28T10:35:00
377d71f4-5d10-423c-add1-9bd5df275195,061dce29-4242-426b-bd0c-13c173d5fa11,0.094,0.231,SUBMITTED,00000000-0000-0000-0000-000000000005,2025-09-11T06:07:00,00000000-0000-0000-0000-00000000001d,2025-09-14T06:07:00
1fda9ece-ff98-4e2c-94a2-74a04de5a961,89d92c5a-c12f-41cb-89be-94b40858862f,0.083,0.215,APPROVED,00000000-0000-0000-0000-000000000014,2026-01-22T04:08:00,00000000-0000-0000-0000-00000000001e,2026-01-24T04:08:00
88aa569d-e0ef-4d35-b849-356866dada89,9122e5ed-bb35-47f7-abf4-e24ef1399a35,0.13,0.329,SUBMITTED,00000000-0000-0000-0000-00000000000c,2025-11-14T16:14:00,00000000-0000-0000-0000-000000000020,2025-11-17T16:14:00
358fdb71-e43f-422c-adc8-e3228aae42e2,ad663dec-fade-4107-9472-0693c6d7fdb7,0.138,0.257,SUBMITTED,00000000-0000-0000-0000-00000000000f,2025-08-02T12:16:00,00000000-0000-0000-0000-00000000001e,2025-08-05T12:16:00
3d49b359-e876-4375-9900-831b0df3fbb4,2a41d954-20c0-4c0f-854f-a758f5425fe6,0.119,0.326,APPROVED,00000000-0000-0000-0000-000000000017,2025-06-16T14:45:00,00000000-0000-0000-0000-000000000020,2025-06-19T14:45:00
dd0cb7aa-a900-452b-a678-72f852654dde,dbf4266b-db27-4da0-9911-eb41545bbddc,0.082,0.163,SUBMITTED,00000000-0000-0000-0000-00000000000f,2025-06-21T15:10:00,00000000-0000-0000-0000-00000000001c,2025-06-24T15:10:00
d39070f3-c17c-4efd-96e2-ea7fffdada74,eadc301a-8f05-4c0a-94e1-40b3aa2be927,0.131,0.352,SUBMITTED,00000000-0000-0000-0000-000000000007,2025-09-10T03:11:00,00000000-0000-0000-0000-00000000001d,2025-09-13T03:11:00
1b7701fe-80e0-49cf-a2c2-26aa7dab0db5,d2a322c8-6a81-459d-8f86-cc9ccc042db0,0.135,0.197,SUBMITTED,00000000-0000-0000-0000-000000000009,2026-04-14T21:19:00,00000000-0000-0000-0000-000000000020,2026-04-18T21:19:00
24b382ad-eb90-427d-80b1-dd8a26674cfc,d31fa0d8-eccc-432d-97f0-7b4f0274cc20,0.134,0.196,SUBMITTED,00000000-0000-0000-0000-000000000019,2026-04-04T05:08:00,00000000-0000-0000-0000-000000000022,2026-04-05T05:08:00
a9ab4278-5c38-45ab-be9b-a685f6b4df38,9c19a8ee-717b-42af-916d-deefcb50a70b,0.11,0.253,SUBMITTED,00000000-0000-0000-0000-000000000017,2026-03-30T05:39:00,00000000-0000-0000-0000-00000000001b,2026-04-02T05:39:00
97d6cf9b-74df-4656-848a-470f4f9e1bf2,7e46775f-416c-43f7-ba1d-2344c2df52aa,0.116,0.301,SUBMITTED,00000000-0000-0000-0000-000000000011,2026-02-04T05:23:00,00000000-0000-0000-0000-00000000001b,2026-02-07T05:23:00
44f2db51-e31c-44db-b363-5c4374574683,d297b1bc-f71d-4bf4-9e69-188a36eddca3,0.131,0.279,SUBMITTED,00000000-0000-0000-0000-000000000008,2026-04-05T01:49:00,00000000-0000-0000-0000-000000000020,2026-04-08T01:49:00
d210be09-95ed-4468-9617-d0c884d2ee37,3b7f386f-67e9-4f25-b8c2-a11fb59e0b57,0.13,0.227,SUBMITTED,00000000-0000-0000-0000-00000000000c,2025-07-20T17:18:00,00000000-0000-0000-0000-000000000022,2025-07-21T17:18:00
e487a7f3-a6a9-4b05-8d35-7fecf7427cd3,94b86366-0689-4a27-b035-9252d023c746,0.134,0.268,DRAFT,00000000-0000-0000-0000-00000000000f,2026-03-21T15:49:00,,
e1dfb828-d6ae-454d-b88f-dc638cd5dee7,0359c587-f83c-4406-8e02-6c559867dce3,0.137,0.244,APPROVED,00000000-0000-0000-0000-00000000000c,2026-03-15T05:30:00,00000000-0000-0000-0000-000000000021,2026-03-19T05:30:00
f24607e1-2de4-4fc3-8361-25f1548eb8ba,08b55d07-a00e-4748-b295-1cc2c2ecf4f9,0.122,0.298,SUBMITTED,00000000-0000-0000-0000-000000000006,2026-03-09T01:54:00,00000000-0000-0000-0000-00000000001d,2026-03-10T01:54:00
8b2cb104-2ef3-419e-96bf-4578dc2e8dd3,b5352db4-1364-4f08-8d21-896318aeef0e,0.097,0.136,SUBMITTED,00000000-0000-0000-0000-00000000000a,2026-02-18T15:49:00,00000000-0000-0000-0000-000000000022,2026-02-21T15:49:00
e6605062-58fe-4b22-b7fd-d44bbbf1efef,004bed33-83b2-40fe-bcc2-adaf01f8faa7,0.13,0.291,SUBMITTED,00000000-0000-0000-0000-000000000013,2025-07-22T02:59:00,00000000-0000-0000-0000-000000000023,2025-07-24T02:59:00
ec703282-cb52-4d53-89d7-30ac204ff639,1b283bc6-db2a-4070-bae4-0a3e3aa05731,0.14,0.246,SUBMITTED,00000000-0000-0000-0000-000000000007,2026-03-09T14:08:00,00000000-0000-0000-0000-000000000020,2026-03-11T14:08:00
97e909fb-34ea-4277-a2ef-f2d264b3c379,faf0fda1-c03c-4e9b-b54f-032c7ce4492d,0.14,0.188,SUBMITTED,00000000-0000-0000-0000-00000000000f,2025-06-10T03:49:00,00000000-0000-0000-0000-00000000001a,2025-06-11T03:49:00
40addd77-b99f-4e18-a5f1-485b39fd2f86,98da2a1d-2a9e-4205-97ba-6920593d3b9c,0.117,0.397,SUBMITTED,00000000-0000-0000-0000-000000000017,2026-03-03T03:08:00,00000000-0000-0000-0000-00000000001d,2026-03-06T03:08:00
222929e4-0031-486f-ae05-4db3a5cbdfc4,53e6494e-f4bb-43c8-ac2d-aa193871a164,0.097,0.123,APPROVED,00000000-0000-0000-0000-000000000016,2025-10-31T08:34:00,00000000-0000-0000-0000-00000000001b,2025-11-04T08:34:00
500985bc-c910-406c-aadf-792272f63261,18865ba4-8061-4cb9-b501-796713bdd20a,0.111,0.189,APPROVED,00000000-0000-0000-0000-00000000000c,2026-01-30T20:03:00,00000000-0000-0000-0000-000000000022,2026-02-03T20:03:00
db16866f-92e9-4bce-bb7e-39f2b2a6a4fa,0e9c6c74-9685-44db-be55-bcafc1c0574e,0.099,0.186,SUBMITTED,00000000-0000-0000-0000-000000000006,2026-03-25T11:43:00,00000000-0000-0000-0000-00000000001e,2026-03-29T11:43:00
12a1975e-2465-4198-9936-42e3cd9f27f7,60b4a888-04e7-4167-8158-69602256d328,0.126,0.218,APPROVED,00000000-0000-0000-0000-000000000004,2025-10-11T11:28:00,00000000-0000-0000-0000-000000000021,2025-10-15T11:28:00
cab830e1-2eb0-4f92-bd11-a285fd9bc6f4,5edffaf9-f192-4489-8600-f8c373211963,0.122,0.293,SUBMITTED,00000000-0000-0000-0000-000000000003,2025-10-14T09:05:00,00000000-0000-0000-0000-000000000023,2025-10-18T09:05:00
0392eb61-f621-4b90-a3c8-72b3ab1e28f8,6a314074-93cb-4441-aa99-e9556ac4aa44,0.15,0.301,SUBMITTED,00000000-0000-0000-0000-000000000005,2025-06-08T20:49:00,00000000-0000-0000-0000-00000000001e,2025-06-10T20:49:00
99038e2f-c6af-41c6-a436-da2de78495f4,52b8d2b5-07b8-43e0-9c4b-ab5f0247c50e,0.114,0.166,DRAFT,00000000-0000-0000-0000-000000000019,2025-07-01T17:25:00,,
3caedba0-91b0-4554-99a5-f692d8cf9e94,c793e270-244a-4635-8a4b-1b8a3ffbc14c,0.127,0.354,SUBMITTED,00000000-0000-0000-0000-000000000013,2025-07-03T07:39:00,00000000-0000-0000-0000-000000000023,2025-07-07T07:39:00
094c69cb-1ea1-48c2-8063-cb049cb93c2e,9643b35d-4d4a-418d-b571-7206c6c5bce3,0.114,0.308,APPROVED,00000000-0000-0000-0000-000000000014,2025-09-14T22:39:00,00000000-0000-0000-0000-00000000001c,2025-09-15T22:39:00
77e721e6-7a19-48e4-9385-765f50fa8467,1f70090e-83a5-40b8-a7ba-971bbde28a16,0.107,0.241,DRAFT,00000000-0000-0000-0000-000000000019,2026-03-08T21:51:00,,
3c235c38-1673-4910-ad93-410a50c54154,deffa9ef-eeed-4ab8-8406-d4285ce61df3,0.142,0.282,APPROVED,00000000-0000-0000-0000-000000000002,2025-10-07T16:34:00,00000000-0000-0000-0000-00000000001d,2025-10-09T16:34:00
e6ac4aab-b017-4e8f-b1dd-e73b3aa69661,28dfcde7-1c66-4513-a680-ffe31ed75158,0.122,0.209,SUBMITTED,00000000-0000-0000-0000-000000000016,2025-06-16T05:29:00,00000000-0000-0000-0000-00000000001b,2025-06-17T05:29:00
dc73f4ad-f732-4232-88b1-be814b4bbff3,fa51e5a5-0e8a-4e60-b6dd-73a57b15f148,0.11,0.194,SUBMITTED,00000000-0000-0000-0000-000000000002,2025-08-29T10:36:00,00000000-0000-0000-0000-000000000022,2025-09-01T10:36:00
f42773d4-130e-4d2e-8836-3aa1c14d51f6,d496e9eb-0a79-41b1-9f4e-2f511ae052ed,0.122,0.348,APPROVED,00000000-0000-0000-0000-00000000000a,2026-01-31T14:26:00,00000000-0000-0000-0000-000000000023,2026-02-01T14:26:00
53ba88ac-16bc-4269-8065-ef923fdf15d7,3884ed4e-d76e-46b4-a81e-516dd74b896c,0.136,0.287,SUBMITTED,00000000-0000-0000-0000-000000000008,2026-04-05T18:50:00,00000000-0000-0000-0000-00000000001b,2026-04-06T18:50:00
7d54a18f-fd2e-466e-9ed2-c42ca392560a,5f7e31a3-e593-495a-9193-8bbf345e7aa4,0.104,0.36,SUBMITTED,00000000-0000-0000-0000-000000000005,2025-10-02T22:18:00,00000000-0000-0000-0000-00000000001c,2025-10-05T22:18:00
1bf7a4bd-d5c1-45ee-afcd-5e14df7a6857,f753a2f9-986a-4e65-b80b-8853791399c8,0.123,0.299,SUBMITTED,00000000-0000-0000-0000-000000000004,2025-07-01T16:19:00,00000000-0000-0000-0000-00000000001b,2025-07-02T16:19:00
20c183a2-313e-4ca8-bc24-47c9d865c7b2,9e4830d6-b5ad-4d21-a454-8902f91d544f,0.119,0.296,APPROVED,00000000-0000-0000-0000-000000000012,2026-02-16T04:12:00,00000000-0000-0000-0000-000000000022,2026-02-17T04:12:00
0629aafb-8581-4112-a60a-9f55940c9d26,ae2e9391-3db8-4134-8014-1d61c29cf342,0.087,0.126,SUBMITTED,00000000-0000-0000-0000-00000000000c,2026-01-08T12:11:00,00000000-0000-0000-0000-00000000001c,2026-01-09T12:11:00
dd59b994-d5b2-41ee-a2b2-2a9fe2b02e51,d3849d64-50c7-483b-9b8a-d188ab05399a,0.11,0.206,SUBMITTED,00000000-0000-0000-0000-00000000000b,2026-01-26T15:14:00,00000000-0000-0000-0000-000000000022,2026-01-27T15:14:00
d395fe3e-bb5c-4e5b-90b6-56ef49b028f6,0ae3c4b9-9918-4fdf-9b5b-60cca35551d9,0.128,0.27,SUBMITTED,00000000-0000-0000-0000-00000000000f,2026-04-01T13:15:00,00000000-0000-0000-0000-00000000001c,2026-04-02T13:15:00
cd6e021e-91a5-4461-b11d-ca7189c12409,8fd83f0b-c3c9-4a53-9e26-206bfdf19f83,0.108,0.282,SUBMITTED,00000000-0000-0000-0000-000000000005,2025-07-30T21:52:00,00000000-0000-0000-0000-00000000001f,2025-07-31T21:52:00
fd16feb8-1642-49f5-a117-8f43845a8779,9f310ef5-d628-44f2-b6cb-059979a8212e,0.129,0.214,SUBMITTED,00000000-0000-0000-0000-00000000000c,2026-03-29T00:39:00,00000000-0000-0000-0000-00000000001b,2026-04-02T00:39:00
0af27aed-c8c5-469d-b399-135ebdf30252,a27c487e-2257-469f-896c-30715f99f710,0.097,0.208,APPROVED,00000000-0000-0000-0000-00000000000e,2026-03-14T14:24:00,00000000-0000-0000-0000-00000000001b,2026-03-15T14:24:00
ea14f5f1-d9c0-456f-a97a-1b3d6261b605,696f85ab-2744-41f9-8830-a67c8eeb5ff9,0.114,0.356,SUBMITTED,00000000-0000-0000-0000-000000000019,2025-11-20T13:22:00,00000000-0000-0000-0000-00000000001b,2025-11-22T13:22:00
df6bff7e-4661-43ca-a2d2-35a029c0f438,6971ebee-0b13-41f9-a9d0-f4ad0a01cf25,0.086,0.201,SUBMITTED,00000000-0000-0000-0000-000000000007,2025-10-04T15:11:00,00000000-0000-0000-0000-00000000001b,2025-10-06T15:11:00
484974db-e1f0-4bcf-98a9-3fbc453ad323,588ddcd0-d93b-4fa6-bed0-34c318aaba1b,0.097,0.215,SUBMITTED,00000000-0000-0000-0000-00000000000b,2025-12-03T13:39:00,00000000-0000-0000-0000-000000000023,2025-12-04T13:39:00
bd7684af-d4d7-42d0-a36a-fd73be72267f,c074644d-6078-4a0b-bc6e-7042ef799502,0.098,0.298,SUBMITTED,00000000-0000-0000-0000-000000000007,2025-08-23T02:17:00,00000000-0000-0000-0000-000000000020,2025-08-27T02:17:00
0cad41f7-5d4a-4de9-b48e-44140bd9257b,c5167352-d804-490b-8d28-866d6afab576,0.12,0.121,SUBMITTED,00000000-0000-0000-0000-000000000019,2025-10-10T14:01:00,00000000-0000-0000-0000-00000000001f,2025-10-13T14:01:00
e5574663-b512-47ce-be2e-1e7f451839f0,29b15b53-75a0-4c28-919e-88270f16036a,0.095,0.207,SUBMITTED,00000000-0000-0000-0000-000000000002,2025-12-30T03:13:00,00000000-0000-0000-0000-00000000001d,2026-01-01T03:13:00
0ff2bb2b-272b-4eda-bef6-99b3ead14fb5,99968549-a56d-4989-b120-15983c549153,0.145,0.314,SUBMITTED,00000000-0000-0000-0000-000000000005,2025-12-15T05:01:00,00000000-0000-0000-0000-000000000021,2025-12-18T05:01:00
