pricing_id,deal_id,line_item_id,service_type,locale,unit,volume,buy_rate,overhead_pct,margin_pct,sell_rate,line_total,currency,status
cd843ef6-bdb5-4dc4-8469-f5fc41cf73b6,ba32e251-2218-4533-b543-27ff13740c81,a7edc4ee-1bf7-4927-bfa9-643c05c011db,proofreading,hi-IN,per_word,1899600,0.0205,0.119,0.232,0.0277,52618.92,USD,COMPUTED
c2afa5a8-e91a-4803-8146-a0847fe436c8,ba32e251-2218-4533-b543-27ff13740c81,0a7d79c1-03d8-450f-87f2-d70fe905d731,proofreading,es-AR,per_word,987136,0.0267,0.119,0.232,0.0361,35635.61,USD,COMPUTED
7d3a5492-2ab5-4662-8360-bd497b084839,ba32e251-2218-4533-b543-27ff13740c81,be2441f9-d87c-4e32-96e5-3a54568ce469,proofreading,fr-FR,per_word,195288,0.0445,0.119,0.232,0.0601,11736.81,USD,COMPUTED
b4e7659b-734d-4d0e-99b7-b113a7f0104e,ba32e251-2218-4533-b543-27ff13740c81,1120afe1-31ca-433c-aff5-921a5ce5ccb7,transcription,vi-VN,per_minute,2711,,0.119,0.232,,,USD,UNMAPPED
c82ee93e-3737-4ebc-aacc-7cf52fd3147f,ba32e251-2218-4533-b543-27ff13740c81,4a922011-1fe7-4791-b812-71204a3f8d4a,transcription,de-AT,per_minute,7269,2.2584,0.119,0.232,3.0511,22178.45,USD,COMPUTED
adba493c-27d5-4395-a3a8-9cd77d2b2452,ba32e251-2218-4533-b543-27ff13740c81,f9deb873-b42b-456c-9705-bc9a89b423fd,transcription,hi-IN,per_minute,6091,1.0261,0.119,0.232,1.3863,8443.95,USD,COMPUTED
ef7eef7e-234e-4c89-aa33-f1735d39070a,ba32e251-2218-4533-b543-27ff13740c81,f39a508b-21ec-425a-9b67-0a79afc24ec6,transcription,fr-FR,per_minute,2603,2.4328,0.119,0.232,3.2867,8555.28,USD,COMPUTED
0623ccc9-2555-4628-ac8c-14a1218903c6,ba32e251-2218-4533-b543-27ff13740c81,7aabb120-3128-4a93-a788-76fdbe26e71e,content_writing,vi-VN,per_word,1675304,0.0618,0.119,0.232,0.0835,139887.88,USD,COMPUTED
1b5b2771-4d95-4f1c-be44-dee1f544c427,ba32e251-2218-4533-b543-27ff13740c81,4fbc86de-9f32-434f-98c1-05e4a13d1a40,content_writing,de-AT,per_word,844549,0.1304,0.119,0.232,0.1762,148809.53,USD,COMPUTED
aec830cc-5c69-46b7-bc59-736445812103,ba32e251-2218-4533-b543-27ff13740c81,287da730-c9dd-463c-9d82-0bf70c2da343,content_writing,hi-IN,per_word,598473,0.0566,0.119,0.232,0.0765,45783.18,USD,COMPUTED
e1a1191e-3224-465b-8608-d1f1531f2d7d,ba32e251-2218-4533-b543-27ff13740c81,5ef942ad-af96-4d84-b22e-bc4574bd8772,content_writing,fr-FR,per_word,1160790,0.1314,0.119,0.232,0.1775,206040.22,USD,COMPUTED
fc4d0f93-f113-4f3c-9e9b-075bbdf86044,ba32e251-2218-4533-b543-27ff13740c81,6066742f-eb59-45c7-93c6-47c008b4a62b,qa_testing,ta-IN,per_hour,1132,20.7159,0.119,0.232,27.9872,31681.51,USD,COMPUTED
f1941d60-3504-4230-a4db-f15f35dc1f09,ba32e251-2218-4533-b543-27ff13740c81,820f4c39-b8d1-4eeb-9a60-b05b9f91c5f5,qa_testing,vi-VN,per_hour,938,20.472,0.119,0.232,27.6577,25942.92,USD,COMPUTED
78ee1810-38df-4f3e-8aa9-b97f94f5a222,ba32e251-2218-4533-b543-27ff13740c81,3c935dfd-0075-4c5b-ad75-89669ac96efd,qa_testing,de-AT,per_hour,2071,41.3771,0.119,0.232,55.9005,115769.94,USD,COMPUTED
f1bc14ef-7f0f-461f-a35e-30de5b1cf865,ba32e251-2218-4533-b543-27ff13740c81,cb0c3776-4371-4d28-86e8-bf981cfcc84a,qa_testing,es-AR,per_hour,767,29.1399,0.119,0.232,39.368,30195.26,USD,COMPUTED
7a961eb0-1ff0-477d-b183-324dc7a149d7,ba32e251-2218-4533-b543-27ff13740c81,77b70f45-7f9c-4c8b-b149-e17febbaac0f,qa_testing,fr-FR,per_hour,419,43.8757,0.119,0.232,59.2761,24836.69,USD,COMPUTED
be8ea385-21a5-43f0-b5b9-b0b95688d26c,4d83ad04-894a-4b3d-9e00-040017d417c5,b29fbc38-a729-40a1-979c-73703689e99f,qa_testing,es-MX,per_hour,176,28.4503,0.112,0.338,41.2529,7260.51,USD,COMPUTED
104a9bbe-79f4-4fbc-b5a3-0dd211d83e69,4d83ad04-894a-4b3d-9e00-040017d417c5,fe616b47-524d-4507-83c0-0bdfc1d7be23,qa_testing,de-DE,per_hour,2422,45.6007,0.112,0.338,66.121,160145.06,USD,COMPUTED
69067f0b-e687-4b26-a13f-27b10e2fe447,4d83ad04-894a-4b3d-9e00-040017d417c5,b868bf60-5fde-44d1-b7b8-1d88ac78389b,qa_testing,it-IT,per_hour,2403,42.7146,0.112,0.338,61.9362,148832.69,USD,COMPUTED
5a8025f7-0797-477a-b4c1-aa15e260ed62,4d83ad04-894a-4b3d-9e00-040017d417c5,fa688f81-3b83-4676-b426-94340673a551,qa_testing,en-GB,per_hour,2099,45.008,0.112,0.338,65.2616,136984.1,USD,COMPUTED
0af2ba7a-b87c-4837-9e23-f790729f5ca4,cb4690e8-5202-4ce1-aa23-9e69e87fb537,d9ffdfb2-401c-43e5-843b-dffc0373b1a8,transcreation,ja-JP,per_word,744234,0.2291,0.117,0.257,0.3148,234284.86,USD,COMPUTED
1cbbba6e-1621-4edf-8be8-a462e8dae7bf,cb4690e8-5202-4ce1-aa23-9e69e87fb537,7e852270-97ed-4f76-a667-f20bce1d3547,transcreation,sv-SE,per_word,1017871,0.1836,0.117,0.257,0.2523,256808.85,USD,COMPUTED
5209a432-6b0f-4891-b05f-40981cfcbe67,cb4690e8-5202-4ce1-aa23-9e69e87fb537,3c16652d-075b-426b-bc55-aac83bcebe1d,transcreation,es-AR,per_word,683618,0.1318,0.117,0.257,0.1811,123803.22,USD,COMPUTED
57ccb9d0-9f2e-478b-8bb0-8ae93aa6e1d0,cb4690e8-5202-4ce1-aa23-9e69e87fb537,f7384c4a-6b9d-45d4-86f9-96a9854d481b,dubbing,ja-JP,per_minute,6940,33.1006,0.117,0.257,45.4802,315632.59,USD,COMPUTED
f60b96a1-2b60-429d-bcae-d5bc46561411,cb4690e8-5202-4ce1-aa23-9e69e87fb537,731c62e2-9c8b-4bec-aa4c-d29f59fba3ba,dubbing,sv-SE,per_minute,2706,28.7861,0.117,0.257,39.5521,107027.98,USD,COMPUTED
78dec799-3360-4106-b55e-0c4eb14ce359,cb4690e8-5202-4ce1-aa23-9e69e87fb537,46168478-f032-4f3c-9010-101c51a1134b,dubbing,es-AR,per_minute,3200,,0.117,0.257,,,USD,UNMAPPED
e6b742f3-d452-4721-b661-fd8e1e04bb45,c70a0bbe-5f3d-4d47-abf3-7f35eb7d1327,396c0c7d-d863-4826-ab9f-641dbab16de9,voiceover,pt-BR,per_minute,831,10.7011,0.119,0.147,13.5476,11258.06,USD,COMPUTED
259612e7-9e5e-4394-8349-109b6f6ada49,c70a0bbe-5f3d-4d47-abf3-7f35eb7d1327,5530846d-0d0b-4541-8b67-47533688c95e,voiceover,en-AU,per_minute,3279,14.7878,0.119,0.147,18.7214,61387.47,USD,COMPUTED
d29e2040-ab4c-41c5-968b-a67b9384932c,c70a0bbe-5f3d-4d47-abf3-7f35eb7d1327,84629aee-6668-403b-a494-0c4931071041,dubbing,pt-BR,per_minute,6419,23.0762,0.119,0.147,29.2145,187527.88,USD,COMPUTED
33b0e455-668b-463c-8dc1-d2abee38dfba,c70a0bbe-5f3d-4d47-abf3-7f35eb7d1327,cd1ae7cf-ce5a-4c17-aee6-91dfdf377b50,dubbing,en-AU,per_minute,4672,27.7783,0.119,0.147,35.1673,164301.63,USD,COMPUTED
0f4991b9-015e-4887-be3e-8a96d862f19a,e99400f5-7519-4fd2-b583-48f0de2449c3,01f9d0fa-1a96-46fd-bf8e-953e0d713b7f,dtp,de-DE,per_page,68,10.5987,0.126,0.27,14.7958,1006.11,USD,COMPUTED
d635177f-0a1f-4704-9803-34ef78d5a635,e99400f5-7519-4fd2-b583-48f0de2449c3,70117a03-99b7-4136-a049-f82ed3397088,dtp,pl-PL,per_page,875,6.98,0.126,0.27,9.7441,8526.09,USD,COMPUTED
27513ddf-5e4c-415f-abc9-d40455b902c2,364e1956-e30a-4b8f-8e22-8026ba9f586c,af8d7693-4980-42c6-b123-dbbdeef502fc,voiceover,cs-CZ,per_minute,4570,10.4841,0.114,0.131,13.0527,59650.84,USD,COMPUTED
5e2a6dd7-462f-43df-b8cb-23c30a5c2ce7,364e1956-e30a-4b8f-8e22-8026ba9f586c,359ba9af-2ca5-423b-aa81-cd3e0eaccabb,voiceover,pl-PL,per_minute,8989,11.0665,0.114,0.131,13.7778,123848.64,USD,COMPUTED
bdf4234d-d45c-4c5f-9808-9b498b5782dc,364e1956-e30a-4b8f-8e22-8026ba9f586c,24ee0c82-54da-4a9c-adc1-650780a156db,voiceover,ja-JP,per_minute,5744,18.5436,0.114,0.131,23.0868,132610.58,USD,COMPUTED
802873f4-9c7c-4652-be97-2d6e60ca5671,364e1956-e30a-4b8f-8e22-8026ba9f586c,26094034-d789-46f9-af74-e4040673a3ce,voiceover,tr-TR,per_minute,4802,9.2974,0.114,0.131,11.5753,55584.59,USD,COMPUTED
fec533b2-4115-4b22-a294-7942ebf38b11,364e1956-e30a-4b8f-8e22-8026ba9f586c,522c1085-ce81-4cbc-9fad-96c039f4bf26,voiceover,he-IL,per_minute,7337,16.6087,0.114,0.131,20.6778,151713.02,USD,COMPUTED
12434fc1-2011-4af0-909d-a587b4973c61,364e1956-e30a-4b8f-8e22-8026ba9f586c,2cd03759-2d46-43aa-830f-d3faf765d92d,voiceover,de-AT,per_minute,3595,14.5787,0.114,0.131,18.1505,65251.05,USD,COMPUTED
5c3b07cf-6157-4afa-b761-afb23ec59984,364e1956-e30a-4b8f-8e22-8026ba9f586c,74e4f38a-8bfa-4331-a70d-96ba120870b8,voiceover,nl-NL,per_minute,9298,14.8918,0.114,0.131,18.5403,172387.71,USD,COMPUTED
97931308-b860-4ddb-8197-d05e965161ff,364e1956-e30a-4b8f-8e22-8026ba9f586c,02a27c2a-df12-421a-a0db-ec9fda51d399,subtitling,cs-CZ,per_minute,9704,5.5858,0.114,0.131,6.9543,67484.53,USD,COMPUTED
353da978-5829-4eff-8757-1b3db4544619,364e1956-e30a-4b8f-8e22-8026ba9f586c,85eae688-a882-428e-8704-4c13a497b67d,subtitling,pl-PL,per_minute,8790,5.2328,0.114,0.131,6.5148,57265.09,USD,COMPUTED
d0cbc9d2-4d30-49d7-a2fd-0e238e525fba,364e1956-e30a-4b8f-8e22-8026ba9f586c,1f6afcd6-fff0-4ccd-872c-c593fe8c2288,subtitling,zh-TW,per_minute,5501,6.2319,0.114,0.131,7.7587,42680.61,USD,COMPUTED
395c4355-d37d-4b89-8f7e-c15122893e75,364e1956-e30a-4b8f-8e22-8026ba9f586c,6720b7a9-51f9-4d29-9e5a-5b64b10ca26c,subtitling,tr-TR,per_minute,174,,0.114,0.131,,,USD,UNMAPPED
11208077-11fa-4659-af09-435798ad8243,364e1956-e30a-4b8f-8e22-8026ba9f586c,f3611fe3-81e7-4bed-9537-fe51f40ba377,subtitling,he-IL,per_minute,2677,8.2102,0.114,0.131,10.2217,27363.49,USD,COMPUTED
f641fdea-a91b-4c66-b241-2e9382afc2d4,364e1956-e30a-4b8f-8e22-8026ba9f586c,0379c875-4400-41de-86bf-664d56db87c5,subtitling,de-AT,per_minute,7883,6.6018,0.114,0.131,8.2192,64791.95,USD,COMPUTED
48d3109c-35c8-470d-be6b-ab03639cfcf8,364e1956-e30a-4b8f-8e22-8026ba9f586c,b6c972b3-b0e6-465b-82be-a41f4f72696a,subtitling,nl-NL,per_minute,4796,6.5545,0.114,0.131,8.1604,39137.28,USD,COMPUTED
a776a934-39e8-4092-bb82-866d3dabaae9,364e1956-e30a-4b8f-8e22-8026ba9f586c,d4a9d5ac-327d-45ca-84a7-7038f086292d,content_writing,cs-CZ,per_word,1979081,0.0962,0.114,0.131,0.1198,237093.9,USD,COMPUTED
e69eaf60-5259-4710-9449-01c30a144c96,364e1956-e30a-4b8f-8e22-8026ba9f586c,6db7a178-182d-4c4b-93bf-55257b2ac2ef,content_writing,pl-PL,per_word,562001,0.1007,0.114,0.131,0.1254,70474.93,USD,COMPUTED
7952bcf8-7997-417c-a5bb-23c0bb58cd77,364e1956-e30a-4b8f-8e22-8026ba9f586c,3fa641e6-47f6-4463-a0be-6b79062ef0e8,content_writing,ja-JP,per_word,1990181,,0.114,0.131,,,USD,UNMAPPED
986adbec-f9ce-4b41-b7de-90995fbf9179,364e1956-e30a-4b8f-8e22-8026ba9f586c,be11802f-19e7-4067-836b-520c436dc953,content_writing,zh-TW,per_word,151210,,0.114,0.131,,,USD,UNMAPPED
cd181424-a15d-4194-8a9a-c43704ee0382,364e1956-e30a-4b8f-8e22-8026ba9f586c,e7fcde89-8b98-41d8-ab51-f28dca47b9ac,content_writing,tr-TR,per_word,1113895,0.0794,0.114,0.131,0.0989,110164.22,USD,COMPUTED
845d7de1-21fc-4860-adcf-f6918499af19,364e1956-e30a-4b8f-8e22-8026ba9f586c,8c35f593-a58c-48b0-aa2a-7c89ae2a75db,content_writing,he-IL,per_word,1904326,0.1422,0.114,0.131,0.177,337065.7,USD,COMPUTED
4f7ffe8a-f419-4a0c-ab36-08a05498adc6,364e1956-e30a-4b8f-8e22-8026ba9f586c,d5a53e44-aae7-47c0-9215-5e5422290c77,content_writing,de-AT,per_word,94434,0.1304,0.114,0.131,0.1623,15326.64,USD,COMPUTED
d4adcfed-5418-42fe-b030-c727f662665d,364e1956-e30a-4b8f-8e22-8026ba9f586c,4bbb87b9-bf1f-41bd-9c42-22ad704cbe00,content_writing,nl-NL,per_word,777634,0.125,0.114,0.131,0.1556,120999.85,USD,COMPUTED
eb9b4bef-b82f-4517-9541-f1f6fbe74833,88962493-898f-406f-a595-17dde0ae739d,45f59cb9-7bcc-4ff7-a6df-700f2db26fb0,transcription,es-AR,per_minute,7912,,0.099,0.171,,,USD,UNMAPPED
cb85496b-0cb3-4e91-8864-017352003f6a,88962493-898f-406f-a595-17dde0ae739d,e6aabd11-3ca2-4afd-8fff-04fa0513614a,qa_testing,es-AR,per_hour,1024,29.1399,0.099,0.171,37.0077,37895.88,USD,COMPUTED
fb7b2441-9ad9-430b-abdc-b5fed18ba6d2,88962493-898f-406f-a595-17dde0ae739d,d805c206-8a84-410f-b481-a1810a6aa7ab,qa_testing,ta-IN,per_hour,1410,20.7159,0.099,0.171,26.3092,37095.97,USD,COMPUTED
eb414150-e8fe-49af-a90b-35f375d86463,e0e8d17a-4313-4966-9539-b41f4a345209,e7455a96-1806-4e54-ae8b-e9ed65cba720,content_writing,fi-FI,per_word,947091,0.1244,0.099,0.226,0.1648,156080.6,USD,COMPUTED
8154638d-b6d3-4539-bd83-809f70160bcb,e0e8d17a-4313-4966-9539-b41f4a345209,ca766245-15b8-4efb-a96c-c0389fc2a4d4,content_writing,da-DK,per_word,1663279,0.1418,0.099,0.226,0.1879,312530.12,USD,COMPUTED
6a131346-7b22-424b-9508-09eae8ff0777,d83a577d-7bac-4af0-9e92-fdcf763bbd08,7e1d7546-9bcb-450c-890c-1e87fbacbf22,localization_engineering,en-US,per_hour,600,51.6267,0.109,0.198,67.4761,40485.66,USD,COMPUTED
565dbdd5-55d4-4589-a23c-9fe364fa8e7a,d83a577d-7bac-4af0-9e92-fdcf763bbd08,39cce227-692e-4bbd-bb8a-740d3e08280a,interpretation,en-US,per_hour,1953,69.9747,0.109,0.198,91.4569,178615.33,USD,COMPUTED
72e36bcf-4347-46eb-9d74-668c42e470cb,d83a577d-7bac-4af0-9e92-fdcf763bbd08,3f877cd9-7fc7-4495-8a38-63248c0906fd,interpretation,th-TH,per_hour,149,39.379,0.109,0.198,51.4684,7668.79,USD,COMPUTED
55f835ae-e382-4572-95b3-8e6f89eac14b,f803474e-bbfe-4333-a4e3-39f19a3712ce,c49deabb-b2d9-4ad2-84f1-c3aeaef9cfb6,proofreading,en-GB,per_word,1011254,0.0408,0.124,0.235,0.0554,56023.47,USD,COMPUTED
c40c2d32-fdc7-46fc-b83b-f6e3a7cf920d,9439acdf-c62f-44e5-b2aa-f694718ff805,fb9d40b3-4574-4f28-aec0-b4d55e099cb3,translation,id-ID,per_word,1387802,0.0503,0.091,0.225,0.0662,91872.49,USD,COMPUTED
c59c1c29-f92c-4e5b-b54e-bd5360baf821,9439acdf-c62f-44e5-b2aa-f694718ff805,7d3dc1a2-cad8-4468-bf2d-f31287ffbeb1,translation,ta-IN,per_word,173323,0.0483,0.091,0.225,0.0636,11023.34,USD,COMPUTED
69d83cdc-3425-42bc-94fd-813c65efd748,18508831-c7a2-4f55-afff-09f648a0b84b,3c0dfa37-400b-4ebc-b105-5fd806eda180,localization_engineering,en-AU,per_hour,1219,54.5921,0.135,0.224,74.1907,90438.46,USD,COMPUTED
17a82032-bb7c-472c-98b1-04f462d07bed,71135f3b-79c2-4b43-a564-4e8f5665a017,c2d3b4e8-b52e-4655-8cc1-dd22cfa576b3,subtitling,pl-PL,per_minute,4116,5.2328,0.102,0.257,7.1114,29270.52,USD,COMPUTED
84d06cf8-ce9d-45e7-bc70-d0858a798568,71135f3b-79c2-4b43-a564-4e8f5665a017,cccc6ce7-6de5-48e6-9b48-560380575b4b,subtitling,it-IT,per_minute,5620,6.3743,0.102,0.257,8.6627,48684.37,USD,COMPUTED
88e1c973-64fc-4095-bb23-d6732bb4dd9a,0512e95c-54b2-4b7c-9ace-2212306d9971,35adb4e1-7bce-48fc-878a-daacf7de5711,localization_engineering,vi-VN,per_hour,307,32.233,0.104,0.133,39.8722,12240.77,USD,COMPUTED
96cdd5b3-03f5-41ce-b811-93c54b0aa75b,0512e95c-54b2-4b7c-9ace-2212306d9971,f982f9fa-26bf-47b1-84de-909b607b9132,localization_engineering,fr-CA,per_hour,2585,56.3633,0.104,0.133,69.7214,180229.82,USD,COMPUTED
10c21822-490d-4f04-bd1c-7531c6864100,5247c33f-199e-4356-8a19-37b0e91f61ee,8f6fcc25-070c-4da7-bc3b-f345e3c61a92,proofreading,fi-FI,per_word,585043,0.0468,0.087,0.234,0.0618,36155.66,USD,COMPUTED
7f422681-40c0-424e-8581-40c4aefec0a6,5247c33f-199e-4356-8a19-37b0e91f61ee,8173e382-8781-4335-b776-997ed3cfdd69,proofreading,th-TH,per_word,1509539,0.0248,0.087,0.234,0.0328,49512.88,USD,COMPUTED
2996fb5c-10fd-4d7d-b4b3-dfbe16d5d8cd,5247c33f-199e-4356-8a19-37b0e91f61ee,602bfb8f-b71d-4cc8-879b-6bee41a98cb0,proofreading,id-ID,per_word,1874816,0.022,0.087,0.234,0.0291,54557.15,USD,COMPUTED
919c1f7e-cfc1-4779-aa9b-1cb83f61ed17,5247c33f-199e-4356-8a19-37b0e91f61ee,0fc7363c-b3e3-4265-ba9a-a7acd184879c,dubbing,id-ID,per_minute,7888,16.3101,0.087,0.234,21.5456,169951.69,USD,COMPUTED
fc978240-0a71-473e-bfd8-835708633b34,eacd7a92-f1f7-460e-9c6e-f1e3ec7f026f,e6f253c9-1ccb-43af-bbbc-f8840f89e565,subtitling,th-TH,per_minute,6317,4.3583,0.102,0.271,5.9839,37800.3,USD,COMPUTED
a0d50e51-eb20-4cf7-958a-364360aaab28,eacd7a92-f1f7-460e-9c6e-f1e3ec7f026f,addf5f4a-e658-4ba7-be47-caee9ec40519,subtitling,ar-AE,per_minute,4127,6.1653,0.102,0.271,8.465,34935.06,USD,COMPUTED
06dae025-73f9-4e0c-b154-12b5fd89f26d,eacd7a92-f1f7-460e-9c6e-f1e3ec7f026f,560f50b4-1521-4bb9-9fd7-327da0ee9f9f,dubbing,pt-BR,per_minute,2616,23.0762,0.102,0.271,31.6836,82884.3,USD,COMPUTED
0e707e3b-0dae-4492-b8d4-538e8c7a9c34,eacd7a92-f1f7-460e-9c6e-f1e3ec7f026f,29cd256c-c34e-4221-a440-7546b42bce0e,dubbing,ar-AE,per_minute,6473,25.0296,0.102,0.271,34.3656,222448.53,USD,COMPUTED
aa79f31a-32d4-431b-883d-5015fdf82d4f,542fac38-e726-4b49-a032-b167e7a489f7,cf4af050-7b0b-4afd-a9f2-2dda00935cd1,transcription,de-AT,per_minute,6314,2.2584,0.084,0.252,3.0172,19050.6,USD,COMPUTED
a0e0bc46-a4e0-4a73-847e-bd01480ade19,cce9b119-3e55-4cf6-a56d-c32ab22e0c4e,75063676-c0b1-4865-8b48-1724eafef4de,proofreading,es-ES,per_word,452334,0.0403,0.086,0.279,0.055,24878.37,USD,COMPUTED
66390649-cfd7-454f-9496-9130fe9e5ca5,cce9b119-3e55-4cf6-a56d-c32ab22e0c4e,a3f3643c-3366-4243-b924-1cad02808200,proofreading,ko-KR,per_word,1600076,0.0451,0.086,0.279,0.0616,98564.68,USD,COMPUTED
275d6df7-5c40-42b1-8c70-8179fdeec14b,cce9b119-3e55-4cf6-a56d-c32ab22e0c4e,5528203b-473e-4623-84fa-be06aac37666,proofreading,vi-VN,per_word,994506,0.0231,0.086,0.279,0.0315,31326.94,USD,COMPUTED
ad78c23e-4e68-4916-a3dd-401776219987,cce9b119-3e55-4cf6-a56d-c32ab22e0c4e,000535ac-91a4-4891-8ee5-8bcb2123f257,dtp,es-ES,per_page,171,8.0077,0.086,0.279,10.9305,1869.12,USD,COMPUTED
21e28ad4-5067-4ce0-8b38-92203dd0f62e,cce9b119-3e55-4cf6-a56d-c32ab22e0c4e,f95165a9-5c04-4007-a5b4-06d06c00d5b9,dtp,ko-KR,per_page,867,9.8872,0.086,0.279,13.496,11701.03,USD,COMPUTED
1a933edc-90c1-4c02-8945-8c09efe7560e,cce9b119-3e55-4cf6-a56d-c32ab22e0c4e,6a1fc972-a3e2-44a2-9045-43d1694b03f8,dtp,vi-VN,per_page,650,4.7564,0.086,0.279,6.4925,4220.12,USD,COMPUTED
7c9a30a2-b119-4d81-ad0d-e254a13178a4,eac92265-79a5-43d0-8518-98bccd588c2b,d205256d-bd65-4e64-b028-677a42d59559,transcription,ar-SA,per_minute,3727,2.2196,0.101,0.237,2.9698,11068.44,USD,COMPUTED
95529f36-5a91-40f9-9e2b-0c43f92d60dd,eac92265-79a5-43d0-8518-98bccd588c2b,4a89a071-93b2-443a-824d-aa37d7fbb233,proofreading,ar-SA,per_word,1009865,0.0408,0.101,0.237,0.0546,55138.63,USD,COMPUTED
b70d8f79-1005-4fe3-979b-854200d6e167,eac92265-79a5-43d0-8518-98bccd588c2b,107ad69f-2917-496e-ad8a-247d3aa707d4,proofreading,es-AR,per_word,1500131,0.0267,0.101,0.237,0.0357,53554.68,USD,COMPUTED
918e602d-3338-440b-80a5-4c294c79719e,eac92265-79a5-43d0-8518-98bccd588c2b,237dbae2-90b5-4a2b-8323-6828668bfd74,proofreading,en-CA,per_word,798449,0.0387,0.101,0.237,0.0518,41359.66,USD,COMPUTED
81f2da57-aaaa-42b0-85d5-601d9403da0a,8514591c-8775-44b9-8625-3b8005b09629,dcce2cc2-29d5-4855-acec-541702c8ce79,subtitling,cs-CZ,per_minute,9262,5.5858,0.111,0.263,7.6749,71084.92,USD,COMPUTED
88aae632-6aa1-442e-b29b-e47181473417,8514591c-8775-44b9-8625-3b8005b09629,94185571-5e91-46d2-9f96-bda2362b75ce,subtitling,fr-FR,per_minute,6726,6.5198,0.111,0.263,8.9582,60252.85,USD,COMPUTED
e11c08f9-ebc4-4d80-8d0a-bd3054a3ad74,8514591c-8775-44b9-8625-3b8005b09629,4b8a9846-1a2f-446b-8fcb-8bce57cc75a5,subtitling,zh-TW,per_minute,7170,6.2319,0.111,0.263,8.5626,61393.84,USD,COMPUTED
f70ef529-6a68-44e8-9cdb-8b26295c0e8f,8514591c-8775-44b9-8625-3b8005b09629,08d0f2bf-3843-47bd-8c2b-37029c1fff76,subtitling,es-ES,per_minute,3322,6.0703,0.111,0.263,8.3406,27707.47,USD,COMPUTED
b5583e60-1df4-45b7-8fee-b695529ad789,4187af76-44a3-49ad-953e-3abe0005bb6d,5a03f3fa-5501-4eb4-a7e5-ea2f3c3bd538,interpretation,ta-IN,per_hour,407,32.6902,0.095,0.135,40.2089,16365.02,USD,COMPUTED
